,0,1,2
10,9.0,"'팔레드신 시그니처 런치 코스(feat, 4월의 기억)'

레스케이프 호텔 6층에 위치한 팔레드신. 본인은 미리 밝히자면 중식을 자주 먹진 않는다. 특유의 향신료와 기름기가 본인 취향이 아니기 때문. 하지만 생일 축하로 받은 예약을 안 갈 수는 없으니 바쁜 와중 틈을 내서 다녀왔다. 여기는 늘 와도 특유의 컨셉이 적응이 안 된다. 매번 쭈뼛거리게 만드는 매력이 있음.

▪팔레드신 냉채

오늘의 딤섬 2종
트러플 딤섬과 소룡포. 미리 말하자면... 딤섬이 가장 맛있었던 기억... 트러플도 맛있지만 가운데 메추리알이 탁 터지면서 나오는 노른자가 너무 맛있어서 하나 더 주문해서 먹을까 싶었는데 결국 트러플 딤섬을 추가 주문해서 먹었던 :D
소룡포는 꼭 터뜨려 먹어야 한다 아니면 입 데임...

▪푸주공보새우
오 이거 괜찮았다. 많이 매콤하지도 않고 새우가 오동통해서 잘 먹었던

▪라즈지
중국의 사천요리로 튀긴 닭고기를 여러 채소와 함께 볶아 고추 양념을 가미한 쓰촨성의 요리다. 사천요리는 정말 본인과 멀다. 언제쯤 도전 가능할까? 여튼 그럼에도 한국화된 느낌에 몇 개 먹었던 기억.

▪두부 생선찜
두부와 생선이 나왔는데 기억에 없는 걸 보니 이것도 일행을 줬던 것 같다 ㅎㅎ
볼락 + 두부 + 고수

▪식사
짜장면과 짬뽕을 먹었는데 여기서... 굳이... 이걸...? 싶었던 기억. 사실 본인 리뷰에서 이런말 잘 안하는데 정말 기억에도 앨범에도 없는걸 보면...

▪오늘의 디저트
녹차 아이스크림

- 뭔가 굉장히 먹은 게 없는 것처럼 써놨는데 기분탓이 아니라 본인에게 중식은 어려운 요리다. 단지 그뿐이었을 뿐… :)
- 그럼에도 홀릭답게 사진은 또 열심히 다 찍어옴",29
11,10.0,"<점심 마라탕, 소각 마라탕, 소각마라탕>

첫 리뷰 이후로 세 번 더 방문했다!! 원래는 마지막 방문 시 프리미엄 마라탕을 먹어볼까 고민했지만 소각 마라탕과 큰 차이가 없는 것 같아서 (양이 좀 많을 뿐) 그냥 소각 마라탕을 또 주문했다.

점심시간대에 가면 점심 특선 마라탕을 먹을 수 있는데 이건 만원 초반대로 가격적으로 부담이 가지 않아서 먹을만 하다. 새우와 몇몇 재료가 안들어가긴 하지만 맛은 동일하다. 다만, 양이 어딘가 모르게 좀 적어서 성에 차지 않아, 나는 그 다음번 방문 시부터 원래대로 소각마라탕을 주문했다.

마라탕 홀릭에서 벗어났었는데, 이곳이 나를 다시 마라탕 속으로 끌어들였다.... 이러다가 내 속이 남아나지 않겠구나 걱정이 되었다.
이렇게 매주 한 번씩 방문하며 마라탕 소용돌이 속에 헤매던 나를, 하루 못참고 배민으로 주문한 동네 마라탕 집이 구해주었다(?) 덕분에 한동안은 내 지갑도 위장도 안전할 것이다.

소각은 마라탕을 좀 떠나있던 나를 다시 마라탕의 세계로 끌어들인 아주 무서운 곳.",29
12,11.0,"소 지섭 실물
각 까이에서 본 썰 푼다…

맛10 친절10 청결10
메뉴: 사장님 오마카세 (후술)

망플 덕에 감사하게도 개더링으로 다녀온 소각. (쓰다 보니 카일리님 생각 나는데 잘 지내시나요 ㅠㅠ) 솔직히 평점이 이렇게 높은 곳인줄 몰랐는데, 덕분에 맛있고 즐거운 시간을 보낼 수 있었다.
사장님의 요리에 대한 애정이 느껴졌던 곳, 중국 음식에 대한 편견을 바꿔보려 노력한다고 하신 점이 인상적이었다. 메뉴가 정말 다양하게 준비돼서, 하나하나 평가해보고자 한다.

1. 가지탕수
가지탕수육은 겉은 적당히 바삭하고 속은 촉촉했다. 비교대상이 많이 없으나 논현양꼬치의 가지탕수육과 비교하면 조금은 덜 바삭한 감이 없지 않나싶다. 그래도 이 정도면 가지의 맛은 온전히 느낄 수 있으면서 겉은 파삭해서 맛있었다.

2. 꿔바로우
두꺼운 느낌이 아니라 얇은 꿔바로우다. 물론 홍연의 탕수육처럼 얇지는 않다. 적당히 두께감이 있으면서 육질도 좋고 맛있었다 .

3. 마라탕
사실 마라탕은 아예 손을 안대서 평가하기 어렵다. 먹을게 워낙 많아서 이따 먹어야지 하고 끝가지 까먹었지 뭐얌

4. 마라샹궈
약간 매운 맛, 신라면 정도의 매운맛으로 준비해주셨는데도 매웠다. 진라면도 순한맛만 먹는데 말이지...적당히 마한 맛과 라한 맛의 조합이었는데, 워낙 매운걸 못먹어서 그마저도 매웠다. 마라탕은 그나마 국물이지만 마라샹궈를 드실때는 신라면보다 조금 덜매운 맛도 가능하다고 하다.

5. 누룽지꽁바오치킨
새로 개발 중이라고 말씀주신 메뉴. 메뉴명을 못정했다고 머리 아프다고 하셔서 개더링 뒤에 생각해본 메뉴명을 제안 드렸는데 본인이 딱 고민하던 메뉴명이라며 꺄르르 아이처럼 좋아하셨다. 이름하여 꾸어바꽁바오. 꾸어바는 중국어로 누룽지란 뜻이다. 꽁바오는 꽁바오찌띵이라는 요리니깐.

5. 오이무침
식사 중간중간 맛있게 먹었던 오이. 향긋하면서도 담백했다. 중국 오이와 한국 오이의 차이에 대해서 설명해주셨는데 솔직히 잘 기억이 안난다. 내 기억이 맞다면 중국 오이는 조금 더 크고 질겼던 느낌이다.

재방문의사있음",29
13,12.0,"중국 가정식 요리를 선보이는 신사동의 소각 SOGAK
땅 넓은 중국이라 지역마다 다르겠지만, 생각했던것 보다는 향신료가 과하지 않고 한국인 입맛에도 잘 맞을거 같아요.

사골 육수를 사용하여 진하고 깔끔한 국물맛의 마라탕~
다양한 재료를 넣어 볶은 마라샹궈는 맛과 향도 좋았지만 재료의 간이 적당해서 밸런스도 좋았습니다

인기가 많았던 메뉴 중 하나인 ""가지탕수""
먹기 좋은 길이와 두께로 잘라서 두툼한 감튀를 연상캐 했는데...겉은 바삭바삭~ 속은 부드럽고 촉촉한게 굿이였어요.
소스도 과하지 않고, 느끼함도 덜해서 굿!

새기름에 딱 5인분만 튀긴다는 ""꿔바로우""
깨끗하게 튀겨진 만큼 묵은 기름냄새 없었고, 튀김옷도 밝은 빛깔로 바삭하며 소스도 과하지 않아서 좋았어요~
워낙 다른메뉴가 진한맛이라 의외로 슴슴하게 느껴진 메뉴~

중국 가정식에서 빼놓을 수 없는 상큼한 오이무침 “파이황과“
입맛 돋우기 좋고, 매운맛을 중화하며 개운하게 먹기 괜찮았던 사이드메뉴~

부드러운 닭고기를 깍둑 썰기로 먹기 좋게 자르고 고소한 견과류와 다양한 채소를 넣어 매콤하고 단짠하게 볶은 요리인 “쿵파오치킨“

꽃빵을 튀겨 부드럽고 달콤한 연유로 마무리한 황금꽃빵:)

전체적으로 음식의 맛도 좋고 일하는분도 친절해서 맛있다를 줘도 괜찮으나 현재 평점이 너무 높다보니 괜찮다로 표시합니다.",29
14,13.0,"가지탕수, 파이황과, 프리미엄 마라탕, 마라샹궤, 꿔빠로우, 쿵파오치킨 & 황금꽃빵

가지탕수라기 보단 가지바스에 가까운 비쥬얼입니다. 겉은 당의 때문에 바삭 달달하고, 속은 부드리운게 주전부리로 딱!
파이황과는 수분기 많은 오이를 상큼하게 무쳐내는데, 시원한 맛이 쉬어가기 좋습니다.
마라탕은 매운정도 1이였는데도 은근히 매운맛이 쌓여갑니다. 두툼한 당면과 한국에 입맛에 맞춘 국물 리필이 특이하네요.
샹쿼는 2단계로 했는데 마라탕 다음이라 감흥이 없네요.
꿔바로우는 바삭 했는데, 배가 불러오니... 놀랄 맛도 아니고...
새로 기획 중이신 쿵파오치킨(궁보기정)은 부드러운 캐쉬넛 대신 땅꽁을 사용하셨는데, 아는 맛 때문인지 매력이 없네요. 바닥에 깔린 누룽지가 고소하고 살짝 매콤하며 짭쪼름한 맛이네요.
황금꽃빵에서는 도넛향나네요.",29
15,14.0,"가로수길에서 맛볼 수 있는 깔끔한 마라탕, 재방문의사 O

이번에 망플 게더링을 통해 방문하게 된 마라탕집이에요. 사실 마라탕집하면 깔끔하지 않고 러프한 분위기가 생각나는데, 이 곳은 깔끔하고 아기자기한 식기와 인테리어가 인상 깊었던 곳이에요. 아늑한 분위기라 얘기나누기도 좋았습니다.

• 가지탕수 23,000원
가지가 이렇게 바삭할 수 있다는걸 알았던 요리입니다. 가지의 물컹물컹한 식감을 싫어하는 사람들도 꽤나 호불호 없이 먹을 수 있을 것 같아요. 함께 나온 발사믹 식초를 베이스로 만든 간장에 찍어먹어야 간이 잘 맞더라구요. 사이드로 시켜먹으면 좋을 것 같아요. 개인적으로 부담없이 시켜먹을 수 있도록 양을 더 작게한 메뉴도 있었음 좋을 것 같아요:)

•파이황과
파이= 치다,두드리다
황과 = 오이
말그대로 오이를 쳐서 만든 음식이에요.
중식은 많이 먹으면 좀 기름지고 느끼한 맛이 어쩔 수 없이 올라오는데, 이런 단점을 커버시켜주는 샐러드같은 존재입니다. 없어도 괜찮은 메뉴지만, 있으면 확실히 +되는 메뉴인것 같아요. 아삭한 오이와 상큼한 드레싱이 잘 어울립니다.

• 꿔바로우
항상 새기름으로 5인분만 튀긴다는 겉바속촉 꿔바로우에요. 기름이 깨끗해서 런지 꿔바로우 색도 뽀얗더라구요. 개인적으로 꿔바로우를 너무 좋아하는데요. 요기 꿔바로우 정말 맛있게 먹었어요-! 바삭한 튀김+튀김 속에 있는 부드러운 고기+과일소스까지 밸런스가 잘 맞았습니다. 여긴 튀김류는 하나 꼭 드시는걸 추천드립니다.

• 소각마라탕
100% 사골에 직접 짜서 만든 산초기름으로 맛을 낸 매콤한 국물요리라고 해요. 마라탕집 가면 재료를 직접 담아서 중량을 재곤 하는데, 이곳은 이미 소/중/대로 나눠져서 메뉴가 준비되어있습니다. 매운맛은 조절 가능한데, 1단계로 주문했더니 하나도 안 매웠어요. 전 다음에 간다면 2단계로는 주문할 듯하네요. 마라의 얼얼함이 세진 않아서 마란이(마라+어린이)들도 맛있게 드실 수 있을 것 같아요. 재료도 알차고 고기도 양이 많았어요.

• 소각마라샹궈
샹궈에서 처음 느껴보는 불맛이에요. 숯불에다 구웠는지 불맛이 났고, 특제 소스도 직접 제조했다고 셨는데 잘 어울립니다. 샹궈는 좀 짠편이라 밥 반찬이나 술 안주로 잘 어울리는 것 같아요. 마라의 중독성이 활활 타오르는 맛입니다.

• 황금꽃빵 4PCS 5,000원
달달한 연유에 찍어먹는 튀긴 꽃빵은 디저트 같았어요. 꽃방이 기름에 튀겨져서 꽈배기같이 달콤했어요. 하나씩 먹는게 적당한 것 같아서 4인으로 왔을때 먹으면 좋을 것 같아요.

모든 메뉴 하나하나 다 맛있었고 누군가에게 식사를 대접하기도 좋은 장소였고, 가격대도 적절하고, 맛도 훌륭했습니다. 잘 먹었습니다. 감사합니다.",29
16,15.0,별로....,29
17,16.0,"용산 남영역 근처에 위치한 양고기 전문점

양갈비가 주력 메뉴로 주문과 동시에 샐러드부터 무생채, 삼뿌리, 콘샐러드, 블랙올리브까지 다양한 반찬들이 나온다
올리브는 뭐지 싶었는데 브리또처럼 또띠아에 양고기, 올리브, 양파, 콘샐러드 당을 넣어 먹는 용도였다

양갈비는 2인분 기준으로 기본 밑간이 된 상태로 나온다
잘못하면 날 수 있는 양고기의 꾸리꾸리(?)한 냄새도 없고 깔끔하다

고기에 곁들일 소스 및 가루도 다양하게 나오는데 갠취로 제일 맛있었던 조합을 꼽자면 베이직한 소금x와사비, 그 다음으론 또띠아x파프리카 가루 or 커리 가루가 되시겠다
(먹어봐야 알지만 이 조합 호이다!!)

마무리로 얼큰한 양전골 또는 구수한 누룽지 추천한다

by #류흥로그",29
18,17.0,"진짜 내스타일!! 양고기진짜 맛있음
원래양고기 잘안먹는데 여기서 먹고 양고기 찾음!!
꼭 추천해주고싶은 맛집",29
19,18.0,"요약 : 신선한 양갈비를 캐주얼하게 먹고 싶을 때

원래 이 근처에서 양고기가 먹고 싶으면 주로 야스노야를 갔었다.
어쩌다 이 곳을 친구 추천으로 알게되고 한번 가 봤는데, 야스노야에 비해 훨씬 캐주얼한 분위기.
좋게 말해 캐주얼인가. 여튼 좀더 편안하게, 점잔빼지않고, 왁자지껄하게 놀면서 먹을 수 있는 곳이다.

양고기 정말 맛있고 난에 싸먹는 게 참 좋았다.
게다가 가격도 쌈..와인 가져가도 됨..
여럿이 갈 때는 여길 가고, 둘이서 오붓하게 데이트 할때는 야스노야에 갈 듯!",29
20,19.0,이렇게까지 높은 평점일건가 싶지만 아무튼 맛있게는 먹은 곳! 본점 말고 골목 돌아 3호점에 방문했는데 여기가 새로 지어져서 깨끗하고 좋더라구요. 테이블 간격도 넓어서 좋고! 양 갈비랑 양 살치살 주문해서 먹었는데 갈비살이 확실히 부드럽고 맛있었습니다. 이렇게 한국식 불판에다가 구워먹는 양고기도 맛있더라구요. 2인분씩 후다닥후다닥 구워주시니 마르기 전에 개인 접시로 옮기시기를!,29
21,20.0,"대기가 진짜 길어서 힘들었지만 진짜 맛있어요ㅠㅠㅠ 제가 딱 좋아하는 국물의 맛. 찐하고 고수하고도 너무 어울려요. 면도 좋고 .. 유명한 이유가 있는 것 같아요.
딤섬도 맛있고 새우도 막 끝까지 퍼먹게 돼요...",29
22,21.0,"- 이제 우육면은 여기서!

바 테이블 구조의 비교적 협소한 공간이라 소규모로 방문하기 좋은 곳이에요. 저희는 3명이 방문해서 루로오빤, 우육면, 트러플쇼마이, 유린기를 주문했어요.

사실 루로오빤이 궁금해서 방문한 건데, 의외로 우육면이 가장 맛있더라고요! 고수와 함께 먹는 진한 국물과 스지까지 들어간 풍성한 고명이 좋아 이제는 우육면 하면 이곳이 가장 먼저 떠오를 것 같아요ㅎㅎ

루로오빤을 포함한 다른 메뉴들도 괜찮은 편이었는데요. 그래도 재방문한다면 굳이 또 시키지는 않을 것 같아요ㅋㅋ

연태구냥으로 만든 지우관 하이볼은 술맛 자체가 강하지 않아서인지 기대보다 평범한 맛이라 아쉬웠어요.",29
23,22.0,딤섬은 평범하나 다른 음식이 맛있다,29
24,23.0,대존맛이에요..! 양도 많고 사장님 손도 빠르시고 간도 적절해서 정말 맥주가 술술 들어가요. 처음 가신다먼 루러우판 꼭 강추!!! 드립니다,29
25,24.0,"아담한 규모의 중국 음식점이다. 바 테이블 하나만 놓여 있다. 대만 음식과 홍콩 음식을 한다.

고기 덮밥인 루로우빤에 딤섬 중 대표 메뉴라 적혀 있는 지우관 교자를 주문했다. 윅에 재료 볶는 소리와 냄새가 입맛을 돋운다.

대만 여행 갔을 때 루로우빤을 먹지 않았어 가지구 제대로 된 현지의 맛이 어떤지는 모른다. 상당히 이국적인 맛이다. 밥 위에 얹어져 나오는 야채는 밥과 잘 비비고 고기를 반찬처럼 먹으면 된단다. 공심채랑 양배추 등이 뻘겋게 볶아져 나오는데 불 맛이 강하게 느껴진다. 쏘스에 졸인 삼겹살은 짭짤달달하면서 향신료의 맛이 확 느껴진다. 식감은 입에 넣자마자 완전히 뭉개지는 정도는 아니지만 충분히 부들부들하니 먹기가 편하다. 고기와 함께 연두부 튀김도 몽실몽실해서 맛났다. 둘 다 불 맛 나는 야채와 함께 먹을 때 이루는 시너지가 있다.

다른 식당들보다 비교적 여유로운 분위기인 것도 좋았다. 주변 직장인 분들도 많이 찾는듯 하다. 루로우빤 말고도 유명한 우육탕이나 시리얼 새우 같은 메뉴들도 한번 맛보고 싶다.",29
