,0,1,2
10,9.0,"문래동을 지금의 힙플 문래동으로 만든 터줏대감.
맛있어요.",26
11,10.0,별로,26
12,11.0,"한남동한방통닭
서울 용산구 대사관로34길 38
02-797-8677
월~토 16:00 - 새벽 00:30
일 휴무


웨이팅도 많고 포장도 많이하는 #한남동맛집 #한방통닭 리뷰입니다!


길거리에서 파는 숯불통닭들은 워낙 오래 돌려져서 뻣뻣한데, 한남동한방통닭은 손님이 많고 회전률이 빨라서 부드럽고 육즙 많았어요.

한방통닭 20,000원
Take out 19,000원
양념/모듬/닭똥집
한치,노가리,번데기
메뉴는 다양합니다.


한방통닭에 곁들일 김치와 무
그리고 매콤소스, 겨자소스, 소금이 준비되어 나왔어요

매장안에서는 1인 1닭도 많이 하고 있었어요.


한남동한방통닭은 특별한 뭔가가 있는건 아니지만 살코기가 촉촉하다는 점에서 일반적인 통닭과 차별점이 있는 거 같아요. 퍽퍽살마저 촉촉했어요... ㅎㅎ

그리고 같이 먹는 김치가 정말 너무 맛있네요.
통닭안에는 찹쌀과 은행 등 각종 건강에 좋은 재료들이
많이 들어 있어요.

가끔 건강하게 통닭먹고싶으면 가려고해요.
다들 건강하고 맛있는 저녁식사 하셔요~~~",26
13,12.0,"이미 엄청 유명한 한남동 한방통닭!
평일이나 주말 할것없이 언제나 대기가 어마어마 한 곳.
매장에서 먹는건 물론이고 포장도 한시간 이상 대기해야한다던데 다행히 내가 갔을땐 포장은 바로 가능했다.
하지만 난 따뜻할때 맛보고 싶어 매장에서 먹음...ㅎ
웨이팅 리스트에 이름이랑 연락처, 인원을 작성하면 연락을 주신다.

생각보다 내부는 좁았고, 메뉴는 한방통닭이랑 바베큐양념구이 그리고 뭐 술안주를 위한 노가리 한치 이런것들 몇가지가 있었다.
한방통닭 한마리를 주문했고, 통닭은 10초도 안되서 바로 나왔다.

생각보다 닭 사이즈가 작아서 (매우 작음) 날개부분은 먹을 수 없다...ㅠ
그리고 1인 1닭이 가능할 사이즈! 다행히 난 뭘 먹고 가서 일행이랑 한마리로 충분했지만, 안먹고 갔다면 1인 1닭 했을듯..
생각과 달리 겉. 바. 속. 촉 이었다! 겉 껍질은 엄청 바삭했고, 그렇다고 느끼하지도 않음! 기름이 쪽 빠진 느낌-
근데 속 살은 또 촉촉했다. 특히 가슴살이 퍽퍽하지 않아 너무 맛있게 먹었다.
그리고 속에 든 찰밥!!! 적당히 간이 되어있는밥이 쫀득하니 너무 맛있었다. 양이 적은게 아쉬움 ㅜㅜ
김치가 밑반찬으로 나오는데 이게 또 신의 한수였다.
닭이랑 먹어도 맛있고, 찰밥이랑 먹어도 맛있었다.
김치랑 닭이랑 이렇게 잘 맞았었나..? 너무 맛있게 먹었지만 가격이 좀 비싸다고 느껴지는건 사실이다..^^",26
14,13.0,괜찮은 장작구이 통닭. 다들 알고있는 맛이다. 그냥 아주 평범한 수준. 가격에 비하면 별로다.,26
15,14.0,"영자언니맛집은 역시 늘 웨이팅이 기본이에요 ㅎㅎ
웨이팅은 4~50분 했나바요~
누군가 일찍 도착한다면 무조건 자리확인부터!

친구, 가족, 커플 다양하게 왔구
동네트럭에서 파는 흔한 통닭생각하고 갔다가
역시 먹교수님 영자언니 엄지척! ㅋㅋㅋ
닭가슴살이 어찌 이리 보드랍고 잘 넘어가는지
찹쌀밥이랑 김치랑 먹으니까 더 맛있었어요 ㅎㅎ
1인 1닭은 못하지만 아쉬워서 나올때
포장도 했어요! 최고최고!!",26
16,15.0,"유명한 통닭 전문점. 예전 전참시 방송 이후 많이 유명해지고 사람 너무 많았는데 여전히 인기 많지만 1시간 이내 웨이팅이 많은 듯 하다. 한방통닭이 메인으로 장작불로 구운 담백한 통닭이 제일 인기다. 한번에 많이 구매 할 기회가 생겨서 양념, 모듬구이 종류별로 사봤는데 매콤한 양념도 맛있었지만 아무래도 여긴 한방통닭이 더 특별한 맛인 것 같다.

* 한방통닭: 장작 향도 좋고, 겉은 바삭, 속은 촉촉한 편이고 닭의 속을 채운 밥이랑 같이 포장해주시는 김치 함께 먹으면 맛있다. 사이즈 작은 편이라 닭 좋아하는 사람은 1인 1닭도 할 수 있을 듯. 일반 전기구이 통닭과 비교하면 가격대가 좀 비싸긴 하다.

* 바베큐 양념구이/ 모듬구이: 한방통닭과 동일하게 구운후 잘라서 양념해주시는데 꽤 매콤 달콤한 양념이다. 이 위에 마카로니, 조랭이떡, 콘, 은행 가득 올리면 모듬구이 인 듯. 양념에 토핑을 잘 섞어서 먹으면 맛있다. 종류별로 다 맛있긴 한데 하나만 먹으면 역시 한방통닭이 더 추천할만 한 듯.

여전히 사람 많고, 맛있고 한데 오래 기다릴 정도는 아닌 갓 같다. 포장이나 웨이팅이 체계적이라 근처 갈 일 있으면 미리 예약 해두고 나중에 픽업하면 만족스러울 것 같다.",26
17,16.0,"이영자 맛집으로 유명하다고 하여 들림.
거의 자정이 되어가는 시간이었는데도 놀랍게도 웨이팅이 있음.
그래도 회전율이 빠르고 포장 손님들도 있어서 생각보다 빠르게 자리가 났음.
앞에 손님들이 6팀 있었는데 한 15-20분 ? 기다린 듯.

닭 크기가 작아서 식사 대용으로 먹는다면 1인 1닭도 가능할 듯!

한방 통닭 안에 찹쌀밥이 들어있음.
밥이 진짜 고소 담백하고 맛있다.. 진짜 그냥 찹쌀밥일 뿐인데 중독성 있음.. 밥에 김치 쓱 얹어서 먹으면 또 다른 느낌으로 2차전 가능. 김치가 겉절이 식으로 나오는 것 같은데 김치도 진짜 맛있음. 리필을 부르는 맛..

갓 나온 통닭은 맛이 없을 수가 없지만 그래도 맛있다. 자극적임은 없는, 은은하게 맛있는 느낌이다. 속살은 촉촉 담백하고 겉은 살짝 짭조름하면서 빠삭하니 고소하다. 너무 금방 사라지니 아쉬울 따름.

30분 이상 웨이팅한다면 다시 기다려서 먹기는 힘들 것 같지만, 언젠가 들린다면 꼭 포장해갈 것 같다.",26
18,17.0,"이영자가 다녀가서 사람 더 많아진 한방통닭
월 - 토 16:00 - 00:00 일요일 휴무
대기하면서 밖에 구워지는 통닭들 보면 그것마저 행복한 곳입니다. 항상 사람이 많지만 그만큼 맛있는곳이라 종종방문합니다. 전기구이 통닭에 김치조합이 맛있어요 김치 맛집인가? 싶을정도로ㅋㅋ김치도 따로 판매하셨으면 좋겠어요. 대기가 많다 싶으면 날씨 좋으니 포장에서 한강에서 먹어도 좋을듯합니다!",26
19,18.0,부산 출신 3명이서 먹으러 갔는데 다들 별로라고 해서 경상도 입맛에 안맞는건지 몰라도 심심한 맛에 무엇보다 너무 퍽퍽해서 왜 맛있다고 하는지 이해 안되던 집 그래도 김치는 맛있었던 기억,26
20,19.0,"#돼훈맛집 #솔직돼훈

여기도 역시 찐 맛집!

너무 먹고 싶어서 오랜만에 갔는데 주말기준으로 1시간 전에가서 웨이팅 명단 적어두고 먹으러 갔습니다!

여전히 사람은 많구요! (웨이팅 명단을 잘 관리해서인지 막 가게가 붐비거나 하진 않았어요)

그리고 여기는 진짜 김치 맛집.. 한방통닭이랑 김치 꼭 드세요!

또 저희는 모듬바베큐 시켰었는데 모듬바베큐는 위에 마카로니랑 콘 등등 그런 것들이 많아서 안주로는 좋았지만 제 취향은 아니였습니다!

그냥 여기서는 1인 1한방통닭하면 될 것 같습니다ㅠ (영자 누나가 말하시는 보약! ㅎㅎ)

(여담으로 제가 한 때 이영자님 맛집을 다니는걸 좋아했는데 영자님은 특별한게 아니라 기본에 충실해서 맛있는걸 좋아하시는 것 같더라구요! 이영자 맛집은 다 중간은 갔던 것 같습니다)",26
21,20.0,"한남동에 위치한 '한방통닭' ***

- 한방통닭 19,000원

여전히 엄청난 인기의 한방통닭..!
맛을 보니 꽤 애매한 위치에도 불구하고 왜이렇게 인기가 많은지 납득이 되더라구요..ㅎ 소화제 인정 ㅎㅎ

3시쯤 가서 오픈시간에 맞춰 웨이팅을 적어두었어요! 평일이었는데도 사람들이 금방금방 차더라구요.

야들야들한 껍데기에 촉촉하고 육즙 가득한 속살! 정말 너무 맛있었어요. 퍽퍽살도 너무 부드러워서 맛있게 먹었어요! 속에 가득 찬 찰밥도 너무 매력있어요. 쫄깃쫄깃해서 계속 들어가는.. 소스도 다양해서 질림없이 먹을 수 있어요! 또 먹고싶네요 ㅠ",26
22,21.0,"• 내사랑 한방통닭
• 맛있는데 건강하기까지
• 안에 숨은 찹쌀킬러 나야 나 ㅋㅋ
• 맥쥬도 맛있궅
• 꼬챙이에 걸린 통닭은 좀 잔인하지만 ㅠㅠ
• 증맬루 사랑
• 미리 전화하면 포장 주문 가능 ☎️
• 주차는 가게 앞

#먹어서응원 #늠흐맛남",26
23,22.0,"#망고하이

일반적으로 트럭에서 판매하는 통닭이 많은데 대부분 전기구이입니다. 그러나 이곳 한남동 한방통닭의 경우는 참나무 장작으로 구워 맛과 향이 더욱 깊은 치킨을 먹을 수 있습니다.

워낙 이 지역 터줏대감으로 인기가 많은 곳인데 이영자씨가 방문해서 더욱 인기가 많아졌습니다.




시그니처 통닭은 마리에 2만원정도로 조금 비싼편인거 같긴해요. 치킨이 작아서 두세마리는 주문해야 할거같아요!

맛은 기름이 없어서 담백하고 좋았어요.
치킨 속에 밥도 있어서 든든하게 먹을수 있었습니다.


한남동 한방통닭

위치 : 서울 용산구 대사관로34길 38

영업 : 매일 16:50 ~ 02:00 / 일요일 휴무",26
24,23.0,"맛 ⭐️⭐️⭐️⭐️⭐️
분위기 ⭐️⭐️⭐️⭐️

맛집이다
이거 하나로 결론났습니다

겉바 속촉에
안에 밥이 있고 흔히 먹었던 전기구이랑 다르게
맛있습니다
겉저리가 같이 나와서 기대했지만 살짜코롬 아쉽습니다
왜 연애인들이 많이 왔는지 알것같은 맛집이고

이영자 선생님 픽은 믿을만 합니다
둘이서 먹고 배불리 퇴장했습니다

식혀서 먹어도 맛있다 하니 먹고서 싸가서 가족이랑 드시는것도 추천 드리고 만약 빛이 나는 홀로시라면 다음날 드셔도 충분한 맛입니다",26
25,24.0,장인의 맛이다.... 김치도 존맛탱,26
26,25.0,"한남동에서 한방통닭 모르는 사람 없을듯
진짜 겉은 바삭바삭 윤기가 촤르르르하고 속살은 촉촉하다. 매장 가득한 연예인들의 싸인도 진짜구나 끄덕끄덕 했던 ㅋㅋㅋㅋㅋ
매장에서 먹어도 포장해서 먹어도 맛있는 한방통닭 ㅠㅠ",26
27,26.0,"한남동의 대표 맛집 중 하나인 한남통닭

3-4년 전 쯤 방문해보고 오랜만에 갔는데 여전히 맛있더라.. 늦은시간 갔더니 다행히 웨이팅을 거의 안했음 기름기 쪽 빠져 담백한 고기와 바삭한 껍질, 속을채운 풍부한 향의 밥까지. 닭이 작지만 생각보다 양이 든든함
좌석의 불편함과 위생, 웨이팅을 감수하고도 한번쯤은 가볼만한 곳",26
28,27.0,"이영자씨가 방송에 나와 소화가 안 될 때 소화제처럼 먹는다고 해서 대중적으로 유명해졌다. 네이버 검색창에 한남동만 쳐도 위에서 네 번째로 뜰 만큼 유명하다. 가끔 가게 앞엔 포장을 기다리는 슈퍼카들도 볼 수 있다. 아마 강남에서 넘어왔지 싶다. 한남오거리에 위치해 교통도 편하고, 가게 앞 도로가 나름 널널해서 포장하러 가기 편하다. 포장은 무조건 미리 전화해서 시간을 조율하고 가야 빠르고 편하게 받을 수 있다. 포장 예약 시간이 돼서 가게 앞에 도착하면, 진짜 장작을 떼워 불을 훨훨 지피는 모습이 꽤나 장관이다.

코시국 때문에 포장으로 집에서 허겁지겁 먹느라 음식 사진을 못 찍었는데, 닭 크기는 그리 크지 않은 편이며, 가격은 18,000원이다. 소스 두 가지랑 펩시 콜라 190ml, 김치, 치킨무가 기본 제공된다. 닭은 호일로 쌓여있고, 나름 열 보전이 잘 되는 편 같다. 한 시간쯤 지나 먹었을 때도 뜨끈했던 기억이 있다. 살코기가 야들야들 부드럽고, 그래서인지 발라 먹기도 되게 편하다. 닭 속엔 약밥이 들어있는데 이것저것 한약재가 함께 있어서 야밤에 먹어도 나름 건강식이라는 생각에 양심을 좀 덜고 먹을 수 있다. 김치에 살코기랑 밥을 함께 싸서 먹으면 정말 맛있다. 이런 스타일의 통닭을 이곳저곳 즐겨 먹어보진 않았지만, 아마 서울에서 이런 스타일의 통닭으론 원탑이지 않을까 싶다.

다른 어머니들은 어떠신지 몰라도 우리 엄마는 이런 스타일의 통닭을 좋아하신다. 여기 통닭을 먹다보면 혼자 맛있는 걸 먹는 게 괜히 미안해지기도 하고, 같이 먹으면 좋았을 텐데 아쉬워지기도 한다. 어릴 땐 몰랐는데 맛있는 음식을 먹을 때마다 누군가 챙겨주고 싶은 사람이 생각나는 게 진짜 사랑이 아닐까 싶다. 혼자 밤에 통닭 뜯다가 이런 소중한 감정을 알려줬던 고마운 친구가 떠오른다.",26
29,28.0,"한방통닭 1마리

유명한 곳에는 이유가 있겠죠? 워낙 셀럽들에게 유명한 맛집이라 궁금했던 곳. 요즘 프라이드 말고 이런 통닭을 찾기 쉽지 않아 유명한 것도 있을듯

5시반쯤 갔나 웨이팅은 이름적고 이곳저것 돌아다니다 들어갔다. 40분쯤 걸린것 같다. 통닭은 아주 부들부들, 껍질은 바삭! 맛있었다. 속안에 한방재료와 찹쌀도 질지 않고 약간 꼬들해서 더 맛있었다.

사실 가끔 동네에 오는 트럭에서 파는 전기 통닭이랑 맛이 너무 비슷해서 생각보다 별거없네 싶기도 하지만 둘 다 맛있고 밥이 꼬들하다는 점은 한방통닭이 조금 더 좋았다. 동네 앞 통닭트럭을 더 자주 애용해야겠다는 생각이 들었다ㅋㅋ",26
30,29.0,"요즘 누룽지통닭이니 한방통닭이니 약간 이런류가 유행인가 ..? 싶다 ㅎㅎ 주변에서 많이들 먹어서 궁금했는데 근처 지나가는 길에 옴! 목요일 밤이었고 8시였는데도 웨이팅이 있었다. 앞에 3팀 정도 있었는데 30분 정도 기다리니 자리가 금방 났다. 매장 식사도 많지만 포장도 매우 많은 듯 했다.
바쁘고 정신 없는 와중에도 바깥 웨이팅을 관리하는 사장님이 매우 친절하신 것을 느꼈다.
주차도 나름 신경써주시고, 계속 웨이팅 손님들을 관찰하며 불편함이 덜하도록 신경써주시는 느낌.

가장 대표메뉴인 것 같은, 소금구이와 리뷰에서 맛있다고 해서 바베큐 양념구이 둘다 먹었는데,
아. 정말 닭살이 촉촉하고 야들야들하다.
바깥 껍질은 얇고 크리슾해서 치킨 먹지만 부담이 덜한 느낌.

바베큐 양념구이는 너무 야들한 닭살 덕분에 양념 족발 먹는 느낌이라고도 했다.
개인적으로 이곳의 식감을 제일 잘 느낄 수 있는 건 역시 소금구이! 안에 들어간 한방 재료들과 촉촉한 밥도 아주 매력적이다.",26
31,30.0,"나도 드디어 한방통닭 영접했다
와 진짜 맥주가 술술술술 들어간다 맛있음 ㅜㅜ
하나의 소망이 있다면 밥이 더 많았으면 하는 마음
친구랑 앞으로 일인일한방통닭하자고 함
오십분정도 기다리고 힘들게 들어갔고 먹는내내 앞테이블 꼬마 네명이 소리지르고 노래불러서 힘들었지만 통닭이 맛있으니......",26
32,31.0,줄을 엄청 선다,26
33,32.0,10번정도 먹어봤지만 무난함 그리고 너무 작다,26
34,33.0,한방통닭구이,26
35,34.0,정말 맛있습니다. 한남동 최고의 맛집인거같아요! 하지만 서비스와 위생은 맛에 반비례하는거같아요ㅠ 그런거 감안하시고 가셔야할듯!,26
36,35.0,"드디어 400번째 리뷰!!

길고 긴 연수를 끝내고 드디어 컴백했습니다ㅎㅎ
망플을 못 쓰니까 너무 속상하더라구요
400번째 리뷰는 어디 쓰지 했는데 이곳을 쓰게 됐네요

서오릉은 어릴 적부터 자주 다니던 곳인데
신호등장작구이는 첫방문이었어요!
평일 낮인데도 불구하고 사람이 꽤 있어서 신기했어요

둘이 가서 장작구이 하나랑 막국수 주문했어요
음식은 정말 빨리 나와서 너무 좋더라구요
생맥도 없는 줄 알았는데 있어서 더 행복!

닭은 작은 편이긴 한데 안에 찹쌀도 들었고
막국수랑 먹으니 배가 꽤 차더라구요
맥주 두잔 마셔서 그런 걸 수도 있어요ㅎㅎ
찹쌀은 식기 전에 얼른 먹어야 될 것 같아요
아니면 딱딱해져서 떼어먹기 어렵더라구요

막국수는 특별한 맛은 아니지만 닭가슴살처럼 퍽퍽한 부위
먹을 때 함께 먹으니 잘 어울리고 느끼함도 잡아줬어요
조만간 또 가고 싶은 곳;)",26
37,36.0,"[장작으로 구운 닭구이,, 맛이 없을 수 없다]

고양에서 유명한 신호등 장작구이.
산밑에서 작은 가게로 시작했다가 유명해져서, 이제는 직접 건물을 지으시고 장사중인 곳.

얼마나 장사가 잘되는지, 장작구이 기계에 닭이 한번에 50-70마리씩 굽히고 있다.. 일년 매출이 약 20억원 정도라니,, 사장님 진심 부럽다.

우선 닭은 장작으로 구워서 겉은 바삭, 속은 촉촉하다. 같이 주는 겨자소스, 양념소스, 소금소스 모두 잘 어울린다. 이 장작구이의 하이라이트는 철판에 눌러붙은 누룽지 밥이다. 닭안에 밥을 채워서, 뜨거운 철판 그릇에 담아주시는데 이거 긁어먹는게 이 집의 핵심이다.

사이드로 막국수도 시켰는데 양배추가 그득 들어가 있어 같이 곁들여 먹으면 상큼하고 좋다.

그리고 기대 이상으로 너무 맛있었던 닭꼬치! 닭이 정말 부드럽고 촉촉하다,, 진심 메뉴하나하나 다 너무 맛있으니 고양쪽 사시면 꼭 드셔보세요!",26
38,37.0,"한줄평: 겉바속촉 장작구이라면 다이어터도 1인1닭 가능!

""붉은색~ 푸른색~ 신호등 닭 장작구이 먹고 가실게요""
본격 다이어트를 시작했던 7월달, 고양시 쪽에 갈일이 있어서 주말에 점심 먹을 곳으로 선택한 <신호등 장작구이>. 서오릉 근처에 있는데, 근처 맛집으로 미디어 등에 여러번 소개됐다.

내부공간은 매우 넓고, 웨이팅이 잇을법 하지만 회전율이 좋아서 따로 예약할 필요 없이 금방 들어갈 수 있다. 한쪽에서 끊임없이 닭을 장작구이하고 있기 때문.

여기서는 다이어터도 1인 1닭 SSAP 가능하다ㅋㅋㅋㅋ 1인 1마리 주문했는데, 거짓말 안하고 다 먹었다. 무쇠판에 올려서 주는데 지글거리는 소리부터가 asmr 지대루!!!

장작으로 구워 기름기는 쏘옥 빠지고 겉은 바삭하게만 남았는데 안에 살코기는 야들야들 엄청 부드럽다! 겉바속촉 제대로!!! 게다가 안에는 찹쌀 대추 인삼 마늘 은행 등이 들어갔는데 찹쌀이라 쫀득하니 맛있다.

너무너무 맛있어서 재방문의사 200% 있음! 튀긴 닭이 은근 부담되는 사람인지라 이런 닭요리 쌍수들고 환영합니다!

insta @yeh_rang #먹히영",26
39,38.0,"두당한마리라 별로지만 이사 전 위치가 더 좋다만!
괜찮다",26
40,39.0,"포장마차 시절부터 먹었는데 예전과 다르게 맛이 오락가락한다. 바쁘다보니 직원을 많이 써서 전부 관리하긴 힘들겠지만 반대편 경쟁사인 카우보이가 친절한 걸 보면 직원교육이 아예 불가능한 일도 아닌데 지나치게 불친절한 직원들이 유독 많다. 심지어 주차하는 아저씨가 들어오는 손님 차에 짜증내고 소리지르는 것도 봄.
그리고 가장 큰 문제는 위생이다! 요즘 시국에 직원들 더러운 거 만지고 다른 테이블 서빙하는 거 제발 사장님이 보시고 조심 좀 해주셨으면...",26
41,40.0,"유명한집은 이유가 있네요. 파닭, 삼계탕 주문해봤습니다 다행히 저녁시간인데 웨이팅은 없었습니다 통닭이 겉바속촉그자체입니다 겉바속촉이라는 단어의 정석이라고 볼수있겠네요 닭 살이 이렇게까지부드러울수있나 싶었습니다. 닭자체에도 약간 짭쪼름한 간이 들어가있어서 더맛있어요. 찍어먹을 소스로 스위트칠리소스, 소금 주시는데 둘다 맛있습니다. 파추가는 1000원인데 먹다보니 아무래도 약간느끼해서 파를 추가했더니 파를 정말 산더미처럼 주셨네요. 그냥 일반통닭보다는 웬만하면 파닭으로 추천드립니다 닭이 정말크고 양이 많아서 충분히 배부르게드실 수 있어요 삼계탕도 맛있었네요 사실 매스컴맛집들을 그렇게까지 기대하지는않는편인데 여기는 정말맛있었습니다 부여가시면 꼭 드세요 현지분들은 부여통닭이라고 부르는것같았습니다",26
42,41.0,"뜨거울때 먹으면 이만큼 맛있은 치킨도 없다
식으면 어차피 맛없다
부드러운 치킨맛인데 치킨 껍데기가 카레맛 살짝나면서 달크스름한게 바삭바삭하다
또 먹고싶지만 기다리기싫어서 안간다
부여에도 치킨집 너무 많아서 사실 여기는 외지사람이 오기에 좋은듯하다",26
43,42.0,"예전에 가봤던 부여의 맛집 시골통닭
백종원의 삼대천왕에서 나와서 더욱 유명하죠.
부소산성 맞은편 시장내에 위치하며 2층에 방도 있어서 많은 사람을 받을 수 있어요.
통닭에 밥을 같이 먹는집으로 닭이 염지가 잘되어 있고 튀김옷이 바삭해서 정말 밥과 잘어울렸습니다.
그리고 삼계탕 국물이 함께 나와 밥과 더욱 어울렸던집입니다.
부여 갈때마다 생각나는 집입니다.^^",26
44,43.0,"부여행3 부여중앙시장의 자랑 ""시골통닭""
저는 통닭 16,000원을 주문했습니다. 불닭볶음면과 찰떡궁합입니다ㅠ 진짜 껍질 바삭하고 너무 맛있고 같이 포장해주신 양념소스에 찍어먹으면 꿀맛입니다. 퍽퍽살도 나너무 맛있고 시장에서 순대랑, 시골통닭 그리고 시골통닭에서 맥주를 사와서 같이 먹었는데 극락... 진짜 부여가면 꼭 드셔보세요. 바삭 쫄깃 혼자서 다합니다~~!",26
45,44.0,"부여 중앙시장에 자리잡은 오래된 통닭집. 치킨이 아니라 닭을 통째로 튀긴 말그대로 통닭집이다. SBS <3대천왕>에서 백종원이 와서 극찬했다고 하는데 명성에 걸맞는 훌륭한 맛이다.

육질이 약간 퍽퍽하긴 하지만 튀김옷의 간이 짭짤하고 식감이 바삭해 육질과 조화되어 완벽하다. 다만 반찬으로 나오는 닭똥집 튀김은 비린내가 심하게 나고 닭국물은 밋밋한 편이다. 하지만 통닭으로 모든 것이 커버된다.",26
