title,genre,nation,running_time,release_date,director,actor,grade,summary,poster
크게 될 놈,드라마,한국,108분,2019 .04.18 개봉,강지은,"김해숙(순옥), 손호준(기강)",15세 관람가,"전라도 어느 섬마을, 기강과 기순 남매의 엄니 ‘순옥’(김해숙)
 깡다구 하나는 알아주는 순옥의 사고뭉치 아들 ‘기강’(손호준)
 
 “엄니, 두고 보소. 내가 어떤 놈이 돼서 돌아오는지”
 집을 나간 기강은 무모한 성공만을 꿈꾸다,
 결국 범죄자로 전락해 사형을 선고 받게 된다.
 
 정부는 엄정한 법집행을 이유로 사형집행을 발표하고,
 언제 죽을지 모른다는 불안과 공포로 자포자기한 기강에게
 평생 까막눈으로 살아온 엄니의 생애 첫 편지가 도착하는데……
 “세상이 아무리 욕해도… 나는 너를 사랑한다. 난 니 엄니께”",https://movie-phinf.pstatic.net/20190325_23/15534772166529TroP_JPEG/movie_image.jpg?type=m203_290_2
크레이지 버그,"드라마, 미스터리, 스릴러",미국,96분,2019 .05.02 개봉,파커 도리스,"클라라 블랑켄십(버그), 진 존스(얼), 헤더 카프카(데보라)",15세 관람가,"12살 소녀 버그는 오래 전에 할아버지가 인종적인 이유로 흑인 남성을 죽였을지도 모른다는 사실을 알게 된다. 버그는 할아버지가 자백하게 하려 하지만 점점 알 수 없는 진실에 혼란스러워 지고, 서서히 밝혀지는 그 날의 충격적인 진실이 드러나기 시작한다.",https://movie-phinf.pstatic.net/20190429_56/1556500517276XMtCD_JPEG/movie_image.jpg?type=m203_290_2
크로우 라이징,공포,영국,90분,2019 .05.21 개봉,루이자 워렌,"클레어-마리아 폭스(메이 실리 / 메리-루), 매니 제이 몬타나(대런), 클루딘- 헬렌 아모르(크리스틴)",15세 관람가,몇 대에 걸쳐 내려온 허수아비의 전설이 있다. 하지만 아무도 모르는 이야기가 있는데 바로 허수아비에게 약혼자 메리 루가 있었다는 것이었다. 메리 루의 후손들은 더 이상의 희생자가 발생되게 하지 않기 위해 노력해왔다. 메이는 메리 루의 후손으로 그들의 땅을 상속받게 되었는데 그날이 바로 허수아비가 신부를 찾기 위해 나타나는 시기였다. 허수아비는 유독 메리 루와 똑같이 닮은 메이를 잡기 위해 메이의 친구들을 하나씩 죽이기 시작하는데...,https://movie-phinf.pstatic.net/20190516_175/1557970869087pduM9_JPEG/movie_image.jpg?type=m203_290_2
크롤,"액션, 스릴러",미국,87분,2019 .11.27 개봉,알렉산드르 아야,"카야 스코델라리오(헤일리), 배리 페퍼(데이브)",15세 관람가,"시속 250km로 전진하면서 지상의 모든 것을 집어삼키는 강력한 허리케인이 플로리다를 강타한다. 헤일리는 대피 명령을 무시하고 연락두절이 된 아버지를 찾아 집으로 향한다. 지하실에서 심한 부상을 입고 쓰러진 아버지를 발견하고 빠져나가려던 찰나, 점차 불어난 홍수와 함께 나타난 최상위 포식자 악어와 집안에 갇히게 되는데…",https://movie-phinf.pstatic.net/20191128_272/157492277272476RPk_JPEG/movie_image.jpg?type=m203_290_2
크리드 2,"액션, 드라마",미국,130분,2019 .02.21 개봉,스티븐 카플 주니어,"마이클 B. 조던(아도니스 크리드), 실베스터 스탤론(록키 발보아)",12세 관람가,"록키 발보아(실베스터 스탤론)의 영원한 라이벌이자 친구인 아폴로 크리드의 아들 아도니스 크리드(마이클 B. 조던), 아버지를 죽음에 이르게 한 이반 드라고의 아들 빅터 드라고가 펼치는 운명의 대결을 위해 다시 링 위에 오른다!",https://movie-phinf.pstatic.net/20190121_105/1548053097099xRKR5_JPEG/movie_image.jpg?type=m203_290_2
크리미널 게임: 보석 사기단,"범죄, 액션",미국,95분,2019 .01.23 개봉,제임스 오클레이,"우마 서먼(해리), 팀 로스(피터), 앨리스 이브(재키)",청소년 관람불가,"남편 ‘피터’ (팀 로스)와 온갖 사기 행각을 벌이는 ‘해리’ (우마 서먼).
 살인도 서슴지 않는 냉혈한 ‘이리나’의 돈을 도박으로 날린 뒤
 ‘피터’와 함께 LA로 도망온 ‘해리’는 ‘이리나’의 위협 속에 돈을 마련하기 위해 온갖 방법을 동원한다.
 
 그러던 중, ‘피터’의 전처인 ‘재키’(앨리스 이브)가 고가의 보석을 가지고 있는 것을 알게 된 둘은
 보석을 훔치기 위한 작전을 세우게 되는데...",https://movie-phinf.pstatic.net/20181221_107/154537436479664zkb_JPEG/movie_image.jpg?type=m203_290_2
크리미널: 해튼가든,"범죄, 드라마",영국,108분,2019 .11.21 개봉,제임스 마쉬,"마이클 케인(브라이언), 짐 브로드벤트(테리 퍼킨스), 톰 커트니(존 케니 콜린스)",15세 관람가,"영국 다이아몬드 시장의 중심지, 해튼가든.
 청년 ‘바실’은 은퇴한 도둑 ‘브라이언’을 찾아가 해튼가든의 금고를 털 계획을 제안하고
 ‘브라이언’은 동료들을 모아 인생 마지막 한탕을 준비한다.
 
 누구도 예측하지 못한 사건.
 계획은 성공하고 영국 전역은 혼란에 빠진다.
 경찰은 총력전을 펼치고 수사가 계속되면서 믿기 힘든 범죄의 실체가 드러나는데…",https://movie-phinf.pstatic.net/20191105_91/1572920494477iyfjH_JPEG/movie_image.jpg?type=m203_290_2
클라우스,"애니메이션, 코미디, 가족",스페인,96분,2019 .11.15 개봉,"서지오 파블로스, 카를로스 마르티네즈 로페즈","제이슨 슈왈츠먼, J.K. 시몬스, 라시다 존스",전체 관람가,"편지 6천 통을 배달하라고요? 소통은커녕 싸움만 일삼는 마을에서요? 불가능해 보이는 임무에 좌절한 우체부. 그냥 포기하려던 차, 장난감 장인을 만나 아이디어가 떠오른다. 아이들에게 장난감을 줄 테니 편지를 쓰라고 하는 거야!",https://movie-phinf.pstatic.net/20201113_247/1605253805661dLnPR_JPEG/movie_image.jpg?type=m203_290_2
키코리키: 시간여행,"애니메이션, 모험, 코미디",러시아 연방,78분,2019 .04.10 개봉,데니스 체르노프,"이경태(크래쉬 목소리), 이상헌(쉬래크 목소리), 김정훈(두더지 사원 목소리)",전체 관람가,"평화롭고 한적한 마을에 사는 사고뭉치 개구쟁이 토끼 크래쉬는
 친구 배리에게 잊지 못할 생일 파티를 선사하기 위해 키코리키 친구들과 회의를 한다.
 조용하고 차분한 파티를 원하는 친구들과는 달리 신나게 파티를 보내고 싶던
 크래쉬는 시간 여행 서비스를 제공하는 데자뷰 여행사에 연락을 하게 된다.
 하지만 여행사 직원인 두더지 사원의 계략에 빠져
 키코리키 친구들은 과거시대로 뿔뿔이 흩어지게 되고
 설상가상 크래쉬도 의문의 사건으로 인해
 두더지 사원에게 쫓기게 되면서 위기를 맞게 되는데...
 
 과연 크래쉬와 키코리키 친구들은 버라이어티한 시간여행을 마치고
 무사히 마을로 돌아 올 수 있을까?",https://movie-phinf.pstatic.net/20190314_270/15525261958879zffi_JPEG/movie_image.jpg?type=m203_290_2
킹 다닐로,"액션, 모험",우크라이나,85분,2019 .06.27 개봉,타라스 카이미흐,세히 이아르모센코(킹 다닐로),15세 관람가,"위대한 통치자 로만 공작이 죽은 뒤, 귀족들이 권력을 나누어 가져 나라가 흉흉할 때, 공작의 두 아들인 다닐로와 바실코는 아버지의 유산을 되찾기 위해 수도를 홀름으로 새로이 정하고 왕국을 넓힌다.
 이때 중앙 유럽에서 세를 넓히고 있던 몽골은 다닐로에게 큰 위협이 되고 다닐로를 눈엣가시로 여기던 귀족들은 몽골과 협약을 맺어 다닐로를 없애버리려는 계획을 세운다.
 대대적인 군사를 이끌고 몽골과 전쟁을 치른 다닐로는 계속되는 몽골과 귀족의 위협에 새로운 전쟁을 치르려 하는데...",https://movie-phinf.pstatic.net/20190613_150/1560416385072vWPKd_JPEG/movie_image.jpg?type=m203_290_2
킹 오브 프리즘 -샤이니 세븐 스타즈-,애니메이션,일본,70분,2019 .03.07 개봉,히시다 마사카즈,"테라시마 쥰타, 사이토 소우마, 하타나카 타스쿠",12세 관람가,"킹 오브 프리즘 -샤이니 세븐 스타즈-
 KING OF PRISM -Shiny Seven Stars-
 I 프롤로그×유키노조×타이가
 모두가 뜨거웠던 그때의 두근거림을 당신은 기억하고 있나요?
 피겨스케이트, 노래, 댄스, 그리고 마음의 비약을 구현한 프리즘 쇼 세계에서
 스타를 꿈꾸는 7명의 소년들의 이야기가 시작된다.
 에필로그와 함께 그려지는
 그 첫 번째 이야기.
 진정한 자신의 모습을 마주하려는 유키노조와
 거칠어 보이지만 축제를 사랑하는 순수한 소년, 타이가
 과연 그들은 자신들의 꿈을 마주할 수 있을 것인가?",https://movie-phinf.pstatic.net/20190225_142/155106981620859Up7_JPEG/movie_image.jpg?type=m203_290_2
킹 오브 프리즘 -샤이니 세븐 스타즈- Ⅲ 레오x유우x알렉,애니메이션,일본,71분,2019 .05.02 개봉,히시다 마사카즈,"나가츠카 타쿠마(사이온지 레오 목소리), 우치다 유우마(스즈노 유우 목소리), 타케우치 슌스케(야마토 알렉산더 목소리)",12세 관람가,"피겨스케이트, 노래, 댄스, 그리고 마음의 비약을 구현한 프리즘 쇼 세계에서
 스타를 꿈꾸는 7명의 소년들의 이야기가 시작된다.
 
 있는 그대로의 자신을 잃지 않기 위해 노력하는 레오와
 오버 더 레인보우와 같은 진정한 동료를 소망하는 유우
 그리고 스트리트 계의 카리스마를 노리는 알렉산더
 
 그들은 어떠한 사연으로
 프리즘스타가 되려고 하는 것일까?
 
 자신의 꿈을 좇는 소년들의
 세 번째 이야기!",https://movie-phinf.pstatic.net/20190425_36/1556153407834DszRm_PNG/movie_image.jpg?type=m203_290_2
킹 오브 프리즘 -샤이니 세븐 스타즈- Ⅳ 루이x신x언노운,애니메이션,일본,70분,2019 .05.30 개봉,히시다 마사카즈,"테라시마 쥰타, 아오이 쇼타",15세 관람가,"슈왈츠로즈 VS 에델로즈의 대항전인 ‘PRISM.1’은 지금까지 여섯 조의 무대가 끝났다,
 처음에는 에델로즈가 우위에 있었으나, 타이가의 감점 처분 등으로
 최종 두 무대를 남기고 슈왈츠로즈가 약간 앞서고 있는 상황.
 
 마지막 솔로 대항전은 신과 루이.
 막상막하의 실력을 지닌 두 사람의 프리즘 쇼 대결 결과는…?!",https://movie-phinf.pstatic.net/20190531_284/15592653141932ToMM_PNG/movie_image.jpg?type=m203_290_2
킹 오브 프리즘-샤이니 세븐 스타즈-ⅱ카케루x조지x미나토,애니메이션,일본,71분,2019 .04.04 개봉,히시다 마사카즈,테라시마 쥰타,12세 관람가,"모두가 뜨거웠던 그때의 두근거림을 당신은 기억하고 있나요?
 
 피겨스케이트, 노래, 댄스, 그리고 마음의 비약을 구현한 프리즘 쇼 세계에서
 스타를 꿈꾸는 7명의 소년들의 이야기가 시작된다.
 
 늘 가벼워 보이지만 프리즘 쇼와 일에 있어서는 누구보다 진지한 카케루와
 언제나 큰 형처럼 따스히 동료들을 보살펴주는 미나토
 그리고 슈왈츠로즈의 미워할 수 없는 야망가 조지까지
 
 그들은 어떠한 사연으로
 프리즘스타가 되려고 하는 것일까?
 
 자신의 꿈을 좇는 소년들의
 그 두 번째 이야기가 시작됩니다!",https://movie-phinf.pstatic.net/20190405_116/1554426267119dpYQs_JPEG/movie_image.jpg?type=m203_290_2
타이페이 스토리,드라마,대만,119분,2019 .11.07 개봉,에드워드 양,"허우 샤오시엔(아룽), 채금(수첸)",15세 관람가,"흘러가는 과거에 안주하며 방직공장를 운영하는 ‘아룽’과
 새로운 시대의 흐름을 타는 자유로운 사고의 커리어우먼 ‘수첸’.
 같은 공간에서 서로 다른 꿈을 꾸던 이 연인의 관계는 점차 무너지기 시작한다.",https://movie-phinf.pstatic.net/20190927_299/15695505445642wvvg_JPEG/movie_image.jpg?type=m203_290_2
타인은 지옥이다,"드라마, 멜로/로맨스",한국,99분,2019 .04.11 개봉,이영용,"김동우(진영), 양희우(현석), 최보윤(지숙)",15세 관람가,"고등학교 동창 다섯 명이 오랜만에 캠핑장에 모인다.
 이 중 평범한 회사원 '진영'과 외주방송제작사 피디 '현석'은 노총각이다.
 이번 캠핑엔 '수락'이 친하게 지내는 동생이라며 데려온 '선미'와 '지숙'도 함께다.
 들뜬 첫 만남 속에서 점차 캠핑 분위기가 무르익고,
 시간이 지날수록 '진영'과 '현석' 그리고 '지숙' 간에는 미묘한 기류가 형성된다.
 얽히고 설킨 세 사람의 관계, 그와 그녀가 숨기고 싶었던 것들이 점차 드러난다.",https://movie-phinf.pstatic.net/20190326_146/1553587916642fxDIu_JPEG/movie_image.jpg?type=m203_290_2
타임 워프 워,"액션, 모험, 드라마",러시아 연방,100분,2019 .02.14 개봉,드미트리 티우린,"파벨 프릴루치니, 옐레나 랴도바",15세 관람가,"채석장을 짓기 위해 공사를 진행하려던 미카일은 유해 발굴을 위해 공사를 중단해달라고 부탁하는 엘리자베타에게 첫눈에 반한다.
 하지만 둘은 공사 담당자의 실수로 큰 부상을 입고, 미카일은 과거로 돌아가게 된다.
 그 곳에서 전쟁을 겪으며 주변의 군인들이 자신과 연관이 있음을 알게되는데…",https://movie-phinf.pstatic.net/20190114_35/1547446840584xBAo7_JPEG/movie_image.jpg?type=m203_290_2
타임 트랩 킬러,"액션, SF",미국,84분,2019 .03.05 개봉,저스틴 루이스,"크리스틴 마스콜로(마야), 엘레나 로즈 데이비스(안젤리카), 마이클 바리첵(존)",15세 관람가,"2033년, 시간여행 통제 기업 보육원에 살고 있는 소녀 마야는 자기를 죽이러 온 어떤 남자를 마주치고 이내 정신을 잃는다.
 마야는 깨어난 후, 보육원에서 사건을 은폐하려는 듯한 낌새를 채게 되면서
 비밀 연구소장 존을 찾아가 2016년으로 단 하루의 시간을 허락 받는다.
 
 2016년으로 하루의 타임 트랩을 허락 받은 마야,
 곧이어 조직의 사람들이 그녀를 추격하기 시작하고
 자신을 죽이려 했던 남자가 실은 아버지였음을 알게 되는데…
 
 17년 전으로 돌아간 단 하루의 타임 트랩, 영원히 돌이킬 수 없는 추격이 시작된다!",https://movie-phinf.pstatic.net/20190226_126/1551164954386rVaRU_JPEG/movie_image.jpg?type=m203_290_2
타짜: 원 아이드 잭,"범죄, 드라마",한국,139분,2019 .09.11 개봉,권오광,"박정민(도일출), 류승범(애꾸), 최유화(마돈나)",청소년 관람불가,"전설적인 타짜 ‘짝귀’의 아들이자 고시생인 ‘일출’(박정민)은 공부에는 흥미가 없지만
 포커판에서는 날고 기는 실력자다. 포커판에서 우연히 알게 된 ‘마돈나’(최유화)의 묘한 매력에 빠져든 일출은
 그녀의 곁을 지키는 ‘이상무’(윤제문)에게 속아 포커의 쓴맛을 제대로 배운다.
 돈도 잃고 자존심까지 무너진 채 벼랑 끝에 몰린 도일출, 그의 앞에 정체불명의 타짜 ‘애꾸’(류승범)가 나타난다.
 
 거액이 걸린 거대한 판을 설계한 애꾸는 전국에서 타짜들을 불러모은다.
 일출을 시작으로 셔플의 제왕 까치(이광수), 남다른 연기력의 영미(임지연), 숨은 고수 권원장(권해효)까지
 무엇이든 될 수 있고, 누구든 이길 수 있는 ‘원 아이드 잭’ 팀으로 모인 이들, 인생을 바꿀 새로운 판에 뛰어드는데…
 
 베팅을 할 때는 인생을 걸어야지! 타짜니까!",https://movie-phinf.pstatic.net/20190823_200/1566544005806zhoyN_JPEG/movie_image.jpg?type=m203_290_2
태극권,액션,홍콩,90분,2019 .04.25 개봉,양돈평,"강대위, 진호민, 장염빙",12세 관람가,"동문이자 둘도 없는 친구인 룽과 후. 두 사람 모두 태극권을 사랑하지만, 무술을 대하는 마음가짐에 차이가 있다. 옛 방식을 고수하며 무술에 돈이 엮이는 일을 경계하는 룽과 시대의 흐름에 발맞춰 태극권을 더 널리 알리려는 후는 결국 크게 싸우고 서로의 길을 찾는다. 몇 년 후, 룽은 고아원과 무술 학교를 운영하며 자금난에 허덕이지만 후는 큰 성공을 거두고 젊고 아름다운 약혼녀까지 얻는다. 후는 여전히 고집을 꺾지 않는 룽에게 무술 시합을 제안하는데…",https://movie-phinf.pstatic.net/20190410_107/1554877162005TrvvJ_JPEG/movie_image.jpg?type=m203_290_2
탱크: 무적의 T34,"액션, 전쟁",러시아 연방,93분,2019 .03.28 개봉,킴 드루지닌,"안드레이 메르즈리킨(미하일), 아글라야 타라소바, 매트 라인하르트",15세 관람가,제2차 세계대전의 놀라운 실화. 독일군과의 대치 중 점점 더 수세에 몰리던 러시아는 지금껏 숨겨왔던 최후의 보루를 꺼낸다. 바로 현존하는 최강의 무기 탱크 T34! 이제 탱크 T34의 무자비한 공격이 세계대전의 판도를 바꾼다.,https://movie-phinf.pstatic.net/20190320_80/1553057436701R9i0w_JPEG/movie_image.jpg?type=m203_290_2
터미네이터: 다크 페이트,"SF, 액션",미국,128분,2019 .10.30 개봉,팀 밀러,"맥켄지 데이비스(그레이스), 아놀드 슈왈제네거(터미네이터), 린다 해밀턴(사라 코너)",15세 관람가,"심판의 날 그 후, 뒤바뀐 미래
 새로운 인류의 희망 ‘대니’(나탈리아 레이즈)를 지키기 위해 슈퍼 솔져 ‘그레이스’(맥켄지 데이비스)가
 미래에서 찾아오고, ‘대니’를 제거하기 위한 터미네이터 ‘Rev-9’(가브리엘 루나)의 추격이 시작된다.
 
 최첨단 기술력으로 무장한 최강의 적 터미네이터 ‘Rev-9’의 무차별적인 공격에 쫓기기 시작하던
 ‘그레이스’와 ‘대니’ 앞에 터미네이터 헌터 ‘사라 코너’(린다 해밀턴)가 나타나 도움을 준다.
 
 인류의 수호자이자 기계로 강화된 슈퍼 솔져 ‘그레이스’와 ‘사라 코너’는 ‘대니’를 지키기 위해
 새로운 조력자를 찾아 나서고, 터미네이터 ‘Rev-9’은 그들의 뒤를 끈질기게 추격하는데...
 
 더 이상 정해진 미래는 없다
 지키려는 자 VS 제거하려는 자, 새로운 운명이 격돌한다!",https://movie-phinf.pstatic.net/20191030_118/1572411669676j0Arb_JPEG/movie_image.jpg?type=m203_290_2
테러 라이브: 싸이코패스,공포,미국,121분,2019 .10.02 개봉,지미 리 콤즈,"아리 레만, 펠리사 로즈",청소년 관람불가,"가장 행복해야 하는 가족 여행 도중 싸이코패스에게 납치당했다! 극악무도한 싸이코패스는 끔찍한 이야기 하나씩 들려주면서 가족을 고통스럽게 죽여나가고, 이 모습을 견디다 못한 마이클은 처절한 복수를 결심한다.",https://movie-phinf.pstatic.net/20191002_7/15699924676885Ncf0_JPEG/movie_image.jpg?type=m203_290_2
텐: 시크릿 미션,"액션, 범죄, 드라마",인도네시아,88분,2019 .08.12 개봉,헬피 카르딧,"카레리나 마리아, 제레미 토마스, 지브란 마르텐",청소년 관람불가,"인도네시아의 섬, 수백 명의 주민들이 인질로 잡혔다.
 테러 집단은 미국인 대사관의 딸 켈리의 몸값을 요구하고,
 국가 비밀 정보 기관 SIS는 군 병력이 동원되기 전,
 빠른 시간 내에 섬에 침입하라는 임무를 맡게 된다.
 존 대령은 유능한 미녀 모델 10명을 영입해
 전투 요원으로 훈련시키려 하지만 이는 쉽지 않고,
 최정예 요원들의 목숨을 건 대망의 작전일은 점점 다가오는데…",https://movie-phinf.pstatic.net/20190805_125/1564995864440BQtUf_JPEG/movie_image.jpg?type=m203_290_2
텔 잇 투 더 비즈,드라마,영국,108분,2019 .10.31 개봉,아나벨 얀켈,"안나 파킨(진), 홀리데이 그레인저(리디아)",15세 관람가,"1952년 스코틀랜드 작은 시골 마을.
 각자의 상처를 가지고 살아가던 싱글맘 ‘리디아’와 여의사 ‘진’은
 리디아의 아들 ‘찰리’를 통해 우연히 만나게 된다.
 
 곤경에 처한 리디아를 위한 진의 배려로 세 사람은 한 집에 살게 되고,
 진이 키우는 벌들은 찰리의 비밀을 들어주는 둘도 없는 친구가 되어준다.
 
 시간이 지날수록 리디아와 진은 서로에게 이끌리고,
 두 사람의 비밀이 마을에 퍼지면서 선택의 기로에 서게 되는데…",https://movie-phinf.pstatic.net/20191002_162/1569978304579VsGBS_JPEG/movie_image.jpg?type=m203_290_2
토막살인범의 고백,"드라마, 스릴러",독일,86분,2019 .10.17 개봉,리누스 드 파올리,"아담 일드 로웨더(피트), 파울리나 갈라즈카(클라라)",청소년 관람불가,"천재적인 재능으로 교수님의 총애를 듬뿍 받고 있는 프로그램 개발자 피트.
 연구에만 몰두하며 외톨이로 지내지만 언제나 밝고 환한 클라라에게 마음을 빼앗기게 된다.
 
 그러던 어느 날, 클라라와 함께 논문 과제를 하게 된 피트는
 그녀와 가까워졌단 생각에 고백을 하게 되지만 클라라는 거절하고,
 두 사람의 사이는 어색해진다.
 
 실연의 상처로 방황하던 피트에게 미안한 클라라는 그를 위로해주기 위해 집으로 찾아간다.
 그러나 클라라가 피트의 집으로 갔던 그날 이후, 그녀의 모습은 그 어디에서도 찾을 수가 없게 되는데…",https://movie-phinf.pstatic.net/20190920_44/15689523103551fSR5_JPEG/movie_image.jpg?type=m203_290_2
토이 스토리 4,"애니메이션, 모험, 코미디, 가족, 판타지",미국,100분,2019 .06.20 개봉,조시 쿨리,"톰 행크스(우디 목소리), 팀 알렌(버즈 라이트이어 목소리), 애니 파츠(보 핍 목소리)",전체 관람가,"장난감의 운명을 거부하고 떠난 새 친구 ‘포키’를 찾기 위해 길 위에 나선 ‘우디’는
 우연히 오랜 친구 ‘보핍’을 만나고 그녀를 통해 새로운 세상에 눈을 뜨게 된다.
 한편, ‘버즈’와 친구들은 사라진 ‘우디’와 ‘포키’를 찾아 세상 밖 위험천만한 모험을 떠나게 되는데…",https://movie-phinf.pstatic.net/20190611_117/1560221190708y3bbv_JPEG/movie_image.jpg?type=m203_290_2
퇴마 포송령: 천녀유혼전,"판타지, 코미디",중국,109분,2019 .05.02 개봉,얀 지아,"성룡, 원경천, 종초희",15세 관람가,"요괴 이야기로 아이들을 놀리는 재미로 살아가는 ‘포송령’
 어느 날, 마을의 소녀들이 사라진다는 소문을 듣고
 기상천외 요괴들과 함께 사건을 추적하기 시작한다.
 음양의 붓으로 퇴마를 시도하지만 미녀 요괴에게 번번이 당하고
 인간과 미녀 요괴의 기이한 사랑을 알게 되는데…
 
 상.상.초.월 신화 속 요괴들이 깨어나기 시작했다!
 천년의 전설이 부활한다!",https://movie-phinf.pstatic.net/20190423_194/1555984858373Tr1YW_JPEG/movie_image.jpg?type=m203_290_2
툼 인베이더,"액션, 모험",미국,83분,2019 .02.05 개봉,제임스 토마스,사만다 보링,15세 관람가,"탐험 중 사망한 고고학자인 어머니의 뒤를 이어 고고학 박사가 된 앨리는 어느 날, 어머니의 탐험일지를 전해주러 온 묘연의 인물에게서 뜻밖의 제안을 받는다.
 바로 어머니가 발굴하려다 사망한 진시황의 무덤 속 ‘용의 심장’을 함께 찾자는 것이었다.
 베일에 싸인 이 유물을 발굴하려 앨리는 동료들과 함께 중국에 와서 이 일을 제안한 팀 파커와 옛 동료 네이슨을 만나지만, 그들이 자신을 이용해 유물을 훔쳐 거금을 챙기려는 듯한 낌새를 채게 된다.
 그럼에도 앨리는 어머니의 자취를 따라 그들과 위험한 동행을 하게 되지만, 멸망한 왕조의 후손들에게 무차별 공격을 당하고 치명적인 함정들에 부딪히기 시작하는데….
 수백 년 봉인된 무덤을 둘러싼 사상 초유의 대결이 시작된다!",https://movie-phinf.pstatic.net/20190207_132/1549515395667f0NfH_JPEG/movie_image.jpg?type=m203_290_2
트러블 위드 유,"드라마, 코미디",프랑스,108분,2019 .09.26 개봉,피에르 살바도리,"아델 하에넬, 피오 마르마이, 오드리 토투",15세 관람가,"지역의 영웅이자, 자랑스러운 남편이었던 상티 경찰서장의 부인 '이본' 형사.
 갑작스러운 사고로 죽음을 맞이한 상티를 향한 슬픔이 채 가시기도 전에,
 이본은 그가 사실은 부정한 경찰이었다는 사실을 알게 된다.
 
 죄 없는 사람을 체포하여 자신의 실적을 쌓아올렸던 상티.
 이본은 그가 저지른 잘못을 바로잡기 위해 노력한다.
 그러던 중 상티의 희생자였던 앙투안과 마주치면서 요상한 관계로 발전되는데...",https://movie-phinf.pstatic.net/20190827_151/1566884629055IgNSv_JPEG/movie_image.jpg?type=m203_290_2
트레킹: 저주의 숲,모험,독일,96분,2019 .07.11 개봉,릭 오스터만,"올리버 마수치, 루이스 호프만",15세 관람가,"아내의 갑작스러운 죽음으로 아들과 헤어지게 된 아버지.
 10년 만에 재회를 앞둔 부자는 서로 가까워지기를 기대하며 산악 여행을 계획한다.
 하지만 두 사람 모두 쉽게 마음을 열지 못하고 서로를 비난하기 바쁘다.
 엎친 데 덮친 격으로 장비까지 모두 잃어버리고, 즐거워야 할 여행은 어느새 생존을 위한 싸움이 되는데..",https://movie-phinf.pstatic.net/20190612_173/1560324265423g0S2K_JPEG/movie_image.jpg?type=m203_290_2
트로이 그레이트 워,"액션, 전쟁, 모험",미국,90분,2019 .01.29 개봉,테킨 길긴,딜런 복스,15세 관람가,"기원 전 1184년, 트로이에 빼앗긴 스파르타의 왕비 헬렌을 되찾기 위해 그리스 도시국가의 연합대군이 트로이를 공격하지만 10년이 지나도록 트로이의 요새는 함락되지 않던 때, 이타카의 군주 오디세우스는 ‘트로이 목마’ 전술을 떠올린다. 이를 이용해 오디세우스와 그리스 정예병은 전쟁을 승리로 이끌고 그리스의 영웅이 된다. 오디세우스는 임신 후 홀로 출산했을 아내와의 10년만의 재회를 기대하며 귀향길에 오르지만, 이내 함선에 거대한 풍랑이 덮쳐 오고 뒤이어 트로이 여사제의 사주를 받은 괴물의 공격이 시작되는데…",https://movie-phinf.pstatic.net/20190107_120/1546840971725eYVNY_JPEG/movie_image.jpg?type=m203_290_2
트루 시크릿,"드라마, 멜로/로맨스, 미스터리",프랑스,102분,2019 .10.03 개봉,사피 네부,줄리엣 비노쉬(클레르 미요),청소년 관람불가,"겉으로는 완벽한 그러나 사실, 외롭고 쓸쓸한
 50살의 중년 여성 클레르 미요는
 연하의 남자친구 뤼도를 감시하기 위해
 24살 클라라로 SNS 가짜 계정을 만든다.
 그러나 의도치 않게 뤼도의 친구 알렉스가 클라라에 빠져버리고
 클레르 또한 클라라로서 그와 사랑에 빠지고 만다.",https://movie-phinf.pstatic.net/20190903_9/1567475347432waglB_JPEG/movie_image.jpg?type=m203_290_2
트리트 미 라이크 파이어,"드라마, 멜로/로맨스, 범죄",프랑스,107분,2019 .06.27 개봉,마리 몽쥬,"타하르 라힘(아벨), 스테이시 마틴(엘라)",청소년 관람불가,"자신이 일하는 레스토랑에 일자리를 달라고
 당당히 요구하는 남자 아벨과 우연처럼 만난 엘라는
 자유롭고 어딘지 위험해 보이는 아벨에게 운명처럼 강렬한 끌림을 느낀다.
 
 마치 계획된 것처럼 아벨에게 이끌려 게임의 세계에 발을 들인 엘라는
 시간이 갈수록 아벨의 모든 것에 중독된다.
 자신의 모든 것을 잃더라도 사랑을 지키고 싶었던 엘라는 자신을 이용한 아벨의 뒤를 쫓게 되는데…",https://movie-phinf.pstatic.net/20190605_276/1559702576618RG4As_JPEG/movie_image.jpg?type=m203_290_2
틴 스피릿,드라마,미국,93분,2019 .09.04 개봉,맥스 밍겔라,엘르 패닝(바이올렛),12세 관람가,"최고만이 설 수 있는 꿈의 무대,
 춤, 노래, 그리고 열정 가득
 세상을 빛낼 단 한 명의 스타탄생!",https://movie-phinf.pstatic.net/20190726_196/15641312534060Oz94_JPEG/movie_image.jpg?type=m203_290_2
