title,score,content,write_date,source_site
나이팅게일,4.5,"0. 영국이 전 세계에 뿌렸던 해악 중 일부를 보았다.1. '나이팅게일'은 '왼편 마지막 집'이나 '네 무덤에 침을 뱉어라'와는 다르다. 비록 폭력적인 묘사가 가득하지만, 대놓고 여체를 착취하진 않는다. 또한 복수의 쾌감을 느낄 수 있는 '장고 언체인드'와도 다르다.2. 오스트레일리아 대륙의 원주민은 영국의 침략으로 인해 아메리카 대륙의 원주민과 유사한 상황을 겪고 만다. 특히 이 작품의 배경인 태즈메이니아에서는 그 정도가 극에 달했다. 빌리가 백인에 적대적일 이유는 충분하다 못해 넘친다.3. 클레어는 아일랜드 출신으로, 당시 아일랜드는 영국의 식민지였다. 호주에 온 아일랜드인 역시 영국인에게 차별을 받는건 마찬가지였고, 클레어와 남편은 죄수 신분으로 온 상황이라 더욱 나쁜 대우를 받았다.4. 영국군과 이주민들의 온갖 만행에 클레어와 빌리가 시원하게 복수를 하면 좋겠지만, 시원한 복수는 없었다. 일출을 바라보는 두 사람의 모습은 편히 볼 수 없었다.5. 그럼에도 불구하고, 클레어가 빌리를 (멸칭의 의미를 담은) boy라고 계속 부르다가 이름을 제대로 불러주는 대목에서는 인간성의 존재를 다시 느끼게 된다.",null,watchapedia
나이팅게일,3.0,분기탱천하여 힘들게 쫓아가서 빌런2를 잔인하게 처단한 주인공이 막상 빌런1과 마주치고 하는 행동은 다른사람과 영혼이 바뀐 것인지 이해하기 힘들다. 주연 조연의 연기는 구멍은 없다. 빌런1의 생각이나 행동은 진심으로 화가나게 만든다.,null,watchapedia
나이팅게일,1.0,"바바둑 만든 감독 맞나 싶을 정도로 엉망이다.불쾌한 강간, 유아 살해씬은 불필요할 정도로 생생하고 정작 복수씬은 카타르시스가 하나도 안 느껴지는 연출을 해뒀다.거기에 덤으로 고구마 수천개는 먹은 거 같은 주인공의 행동도 이해불가.",null,watchapedia
나이팅게일,4.0,돌아갈 집이 없는 그들에겐 복수 조차도 성립 되지 않는다. 다만 누군가는 인간성을 포기한 역사의 길 위에서 벗어나 인간으로 남았을 뿐.,null,watchapedia
썸머 85,2.5,미스터리를 중심 동력으로 삼을 필요가 없었던 이야기.,null,watchapedia
썸머 85,2.5,콜바넴이랑 비슷한데 콜바넴만은 못한,null,watchapedia
썸머 85,3.5,"응답할 수 없는 이에게 응답을 요청하는 몸짓에 대해.(스포일러)아쉬운 점부터 후딱 토로하고 가는 편이 좋겠다. <썸머85>는 통상적인 퀴어영화의 기준에서 봤을 시 흠결이 많은 영화다. 개인적으로 생각하기에 <썸머85>의 영화적 흠은 단점의 포화상태가 아닌 장점의 빈곤상태에 기인한다는 입장이다. 쉽게 말해 <썸머85>은 하나의 퀴어영화로서 얼마나 평범하기 짝이 없는가. 두 사람 중 한 명이 자신의 성정체성을 조금 더 일찍 자각한 듯 보이며 그가 관계를 손수 리드하며 다른 이는 그에 의해 열병에 가까운 사랑을 앓는다는 관계의 구도가 너무나도 여타 퀴어영화들과 유사하다는 것은 둘째 치더라도 그들의 감정이 고무되는 모멘트들을 포착한 영화의 연출은 물론 각본상의 흐름마저도 별다른 특징이 있다고 말할 게 없는 수준이다..가령 그들이 처음으로 육체적 관계를 나누게 되는 직전의 시점에, 그들은 상의를 탈의한 채 서로의 상처를 보듬어준다. 야릇한 분위기를 조성하며 그들의 사랑의 시작이 머지않았음을 강조하는 해당 장면의 클로즈업 연출을, 나는 근 5년간 수많은 퀴어영화에서 무수히 마주했다. 굳이 먼 곳으로 눈 돌릴 필요 없이 당장 한국에만 해도 박찬욱 감독의 <아가씨>에서의 욕조장면이 유사한 맥락의 장면이었던 것으로 기억된다. 이어지는 장면도 거슬리는 건 매한가지다. 영화는 그들이 들어간 닫힌 방문을 열지 않으며 인물들의 육체적 관계를 암시하기만 하는데, 이는 곧 성적 전시의 행위를 통해 이들의 사랑을 설명하진 않겠다는 뉘앙스로 읽힌다. 허나 아니나 다를까 곧이어 따라붙는 다소 과한 수위의 키스신은 영화의 태도에 다소 모순적인 부분이 없지 않다는 혐의를 지우기 힘들게 만든다..영화적인 측면에서 <썸머85>에서의 사랑은 손쉽게 완성된다. 영화관, 놀이공원에서의 클로즈업, 클럽에서 제법 그럴 듯해 보이는 음악재생. 물론 클로즈업만큼 인물의 감정적 고양을 관객에게 명확히 전달할 영화적 장치도 드문 것이 사실이다. 허나 <썸머85>는 그저 그 클로즈업의 전능성에 기대기만 할 뿐 이들의 사랑을 보다 효과적으로 객석에 전달할 본인만의 언어에 무심하다. 1년 전 즈음 개봉한 셀린 시아마의 <타오르는 여인의 초상>이나 루카 구아다니노의 <콜미 바이 유어 네임>등의 유사한 류의 영화들이 인물들의 감정을 세공해내는데 얼마나 심혈을 기울였는지가 엿보였는지를 감안하면 <썸머85>엔 사랑이라는 관계를 다루는 창작자의 사려가 좀처럼 보이지 않는다..필모그래피의 첫 줄을 장식한 두 배우가 거의 없다 하여도 무방한 경력이 무색하게도 고난도의 연기를 능숙하게 선보인다는 것 정도를 제외하면 그다지 눈여겨 볼 부분이 없던 영화가 비범해지기 시작하는 기점은 바로 다비드의 죽음이다..우리는 시작하자 말자 들려오는 알렉스의 내레이션에 의해 다비드의 죽음을 인지한 채 영화를 감상한다. 다짜고짜 결과부터 제시하는 영화의 형식에 의해 과연 이들의 절절한 사랑이 어떠한 방해공작과 어려움을 겪어서 이러한 비극으로 좌초되었을까 등등의 상상을 하고 있음직한 관객들에게 다비드의 갑작스러운 죽음은 여러모로 당황스러울 법 한 구석이 많다..먼저 다비드의 죽음은 관객의 입장에서 이미 결과를 알고 있었음에도 불구하고 너무 이른 퇴장이란 느낌이 강하며, 아울러 그가 격렬한 다툼 직후에 갈등이 해소되기도 전에 곧바로 퇴장해버렸기에 그들의 사랑의 서사가 좀처럼 맥이 잡히지 않게 돼버렸기 때문이다. 제일 당황스럽다고 할 만한 지점은 죽음 직전에 다비드가 내뱉은 과격하고 이기적인 언사 덕택에 우리가 다비드라는 인물 자체를 재고할 필요가 생겼다는 부분이다. 온 사력을 다해 다비드를 사랑했던 알렉스와 다르게 다비드에게 알렉스는 그저 스쳐가는 인연 정도에 불과했으며 충분히 다른 이로 대체가 가능한 사람이었을까? 아니면 그 역시 알렉스와 마음이 같았음에도 불구하고 순간적인 화를 이기지 못해 고의로 위악적인 발언을 쏟아냈던 것일까. 두 사람의 사랑을 파고드는 영화에서 축을 이루는 한 명이 죽었음에도 불구하고 마음이 저리거나 쓸쓸해지기는커녕 되려 그 죽음이 서사의 변곡점이 되며 극을 모호하게 전환해버리는 역설이 발생한다..시종 1인칭 주인공 시점으로 진행되며 알렉스와 관객의 심리를 동일시하는 영화의 형식은 그 순간부터 대단히 막중해진다. 다비드의 죽음 이후로 알렉스가 느끼게 되는 혼란의 근원은 특별하고 소중한 줄로만 알았던 나와 그의 개별적 사랑이 좀처럼 명확하게 정리가 되지 않는다는 것에 있다. 이성상대인 케이트는 물론, 동성상대인 문학선생한태까지 추파를 던진 전례가 있는 다비드를 생각하며, 알렉스는 어쩌면 자신 역시 그들과 마찬가지로 하나의 대상에 불과했을지도 모름을 불안히 예감한다..1인칭 시점을 고수하는 영화임에도 불구하고 초반부의 영화는 그들을 공평하게 묶는 연출을 택한다. 예컨대 극장이나 놀이공원에서 서로가 부쩍 가까워지는 대목을 촬영할 때, 영화는 이들의 감정적 격랑을 비단 알렉스의 클로즈업만으로 대변하지 않는다. 프레임의 중심을 기준으로 알렉스와 다비드 서로를 좌우로 나눠 배치한 뒤 그저 프레임의 중앙을 향해 공평하게 줌인할 뿐이다. 서로가 본격적으로 서로의 육체를 탐색하게 되는 장면에서도, 영화는 상의를 탈의한 그들이 서로의 상처를 서로가 치유해주도록 하며 이 사랑이 쌍방향적임을 방증한다..하지만 다비드의 죽음이후 이 클로즈업의 대상과 맥락이 달라진다. 뉴스에서 다비드의 죽음을 접한 뒤 다비드의 가게로 곧장 달려온 알렉스는 숨어있던 다비드의 환영이 등 뒤에서 자신에게 입맞춤을 하는 환상을 경험한다. 이때의 카메라는 다비드를 뒤로한 채 황홀에 젖어있는 알렉스를 향해 줌인한다. 죽음의 영역으로 떠난 다비드는 더 이상 하나의 주체로서 중요하지 않다. 다비드는 그 순간 알렉스의 입장에서 황홀했던 그 여름날의 기억을 표상하는 하나의 관념으로 재차 자리매김될 뿐이다. 알렉스와 다비드의 상호관계에 대한 것인 냥 보였던 영화는 다비드의 죽음을 기점으로 너무나도 분명해 보였으나 한 순간에 지극히도 난해해져버린 그 사랑을 알렉스가 어떻게 정리하는지에 대한 영화가 된다. 이제부터의 영화는 철저히 알렉스의 것이다..이어지는 장면들은 지난 한 달가량의 여름날이 알렉스의 내면에 있어 얼마나 큰 격동이었는지를 방증한다. 알렉스는 다비드와의 관계를 정리하는데 있어 번번이 실패한다. 다비드의 어머니에게 정식으로 청하여 그와 재회할 수도 없고, 자신의 성적 정체성을 숨긴 채 위법의 방식으로 그를 다시 마주하여도 생기를 잃은 채 묵묵부답인 다비드는 그의 부름에 응답하지 않는다..로드 스튜어트의 명곡 sailing이 울려 퍼지며 알렉스가 춤을 추는 두 번의 장면은 국내의 여러 평자들이 지적한대로 가히 가공할만한 명장면이다. 해당 장면의 위력은 비단 음악이 내뿜는 특유의 분위기에 국한되지 않으며 연인관계 특유의 한계를 은연중에 암시한다.  sailing이 처음 흘러나오던 클럽에서 알렉스가 다비드의 헤드폰에서 흘러나오는 음악에 취해있을 때, 관객인 우리 역시 장면 특유의 몽환적 영상미와 음악의 조화에 취할법하지만 그 순간 절대 간과할 수 없는 하나의 설정이 있다. 바로 그 순간 알렉스와 다르게 다비드는 헤드폰을 쓰고 있지 않기에 sailing을 듣고 있지 않다는 것이다..넓디넓은 그 공간에서 다른 이들과 다르게 적어도 본인과 다비드 둘만큼은 하나의 무드에 취해 그 정서를 공유하고 있을 거라는 건 철저히 알렉스만의 착각이다. 다비드는 그 순간 그 공간에 존재하는 수많은 이들과 별반 다를 것 없이 클럽에서 흘러나오는 노래에 정신없이 몸을 맡기고 있다. 해당 장면의 몽환적 무드는 관계에 대한 알렉스의 판타지와 공명하며 후에 케이트가 알렉스에게 말하는 본인만의 틀에 다비드를 끼워 맞춘 채 그 형상을 사랑한 것일지도 모른다는 대사와 연결되며 비극의 기원을 가늠케 하기도 한다.내가 느끼는 마음과 상대방의 것이 같을 수 없음에도 적어도 나와 내가 사랑하는 이의 관계에서 만큼은 그게 가능하리란 착각, sailing이 흘러나오는 해당시퀀스는 너무나도 낭만적이기에 후에 이를 복기하였을시 지독히도 잔인하다..후반부에 배치된 sailing이 흘러나오는 두 번째 장면은 그야말로 영화의 모든 것이 축약돼있다 해도 과언이 아니다. 결국 알렉스는 다비드의 바람대로 그의 무덤위에서 춤을 춘다. 허나 여전히 알렉스는 다비드가 왜 그러한 부탁을 청했는지를 알지 못한다. 또 다시 둘의 정서는 공명하지 못하며 알렉스는 그저 자신이 생각하는 마음이 다비드의 것에 가닿기를 염원하며 공허한 춤사위를 벌일 수밖에 없다. 흘러나오는 노래 속 가사는 반복적으로 말한다. can you hear me. 허나 클럽 장면을 포함한 도합 두 번의 장면에서 다비드는 모두 그 노래를 듣지 못한다. 그리고 알렉스는 응답하지 못할 상대에게 응답을 요청하며 때로는 원망, 때로는 그리움에 사무친 듯 보이는 몸짓으로 도달할 수 없는 곳을 향해 전력한다..평소 글쓰기에 소질이 있다던 알렉스는 이 뜨거웠던 감정의 휘발을 막기 위해 지난 여름날의 기억을 글로 작성한다. 매체와의 인터뷰에서 자신의 유년기에 대한 기억을 떠올리며 이 영화를 찍었다던 본 영화의 감독 오종의 말을 상기하면 알렉스의 글쓰기와 오종의 필름메이킹을 이미 지나간 정서를 예술의 매커니즘으로 다시금 붙잡아보려는 안간힘에 토대를 둔 시도로 겹쳐 읽어도 좋을 것이다..극의 말미에 알렉스는 일전에 만취상태에 있다 다비드에게 구조를 받은 한 청년과 재회한다. 분명 알렉스는 당시 그 청년에게 무관심했다. 영화의 끝자락에 이르러서야 청년에게 먼저 말을 건네며 관계를 시작하는 알렉스의 태도는 어쩔 수 없이 다비드와 연결 지어 생각할 수밖에 없다. 알렉스의 입장에서, 다비드로부터 비롯된 새로운 관계를 형성한다는 것은 다비드와의 관계가 무의미했던 것이 아님을 뜻하게 되며 그와의 관계가 아직 현재진행형임을 의미한다. 그렇게 알렉스는 다비드로 인해 알게 된 이와 새로운 친우 관계를 맺으며 다비드의 배위에서 그를 추억하며 향해한다. 특별한 것이라 믿어 의심치 않았던 다비드와의 관계가 나 혼자만의 사랑으로 전락할 뻔한 위기에 봉착했을시 어거지의 방식이라도 관계를 구해내려는 알렉스의 차선책이다..이 뻔하디 뻔한 퀴어영화 속에서 인물들은 계속해서 실패한다. 사랑에 실패하고 지나간 감정을 다시금 불러오는데 실패하고 갑자기 균열이 난 관계를 성공적으로 갈무리하는데 실패한다. 이처럼 실패를 알면서도 기꺼이 실패에 가닿으려는 몸짓이 있기에 <썸머85>은 진부함에도 퍽 매혹적이다. 흘러간 시간과 감정을 붙잡아보려 안간힘 쓰다 결국 좌절하고 마는 것, 그럼에도 끝끝내 그 안간힘을 멈추지 않는 것이야말로 영화매체의 한계이자 매력 아니었던가.",null,watchapedia
썸머 85,4.0,"아무리 진부한 퀴어영화라도, 오종의 손을 거치니 특별한 영화로.",null,watchapedia
썸머 85,3.0,순간을 박제하는 이야기의 환영.,null,watchapedia
썸머 85,4.0,토깽아 너 대단한 6주를 보냈구나,null,watchapedia
썸머 85,3.5,보기전에 굳이 콜바넴이랑 엮을 필요는 없을것같다..👉👈첫번째로 티모시랑 외모가 비교되서 성에 안차고두번째로 계속 몽글몽글 예쁜감성도 아니다.....프랑소와오종만의 복합적인 심리표현에 집중에서 봤으면 더 꿀잼이었을듯!!,null,watchapedia
썸머 85,2.5,쌓아가는 과정에 소홀한 채무너진 것을 주목할때.,null,watchapedia
썸머 85,3.5,"조금씩 서서히 잊혀지겠지, 그여름날의 짧고도 길었던 기억I am dying forever crying#Sailing - Rod Stewart 🎶#시작#CGV",null,watchapedia
썸머 85,3.0,사랑과 죽음을 동시에 생각하는 그들,null,watchapedia
썸머 85,3.5,"프랑수아 오종이 영화를 계속 만드는 이유라고 볼 수도 있을. 원작을 살리면서도 스스로의 세계관을 돌아보고 정리해나간다. 젊음, 사랑, 죽음과 자유에 대한 단상.",null,watchapedia
썸머 85,3.5,대체프랑스인들은뭐가문제냐 ㅋㅋㄱㅋㄱㅋㄱㄱㅋㄱㅋㄱㅋㄱㅋㄱㅋ,null,watchapedia
썸머 85,3.5,"사랑의 과거, 현재 그리고 미래",null,watchapedia
썸머 85,3.5,데이비드가 올리버보다 춤 잘 춘다,null,watchapedia
썸머 85,3.5,"(73)여름날처럼 뜨겁게 타오르다,가을날처럼 고독이 온몸을 감싸는.👍:좋은 원작의 좋은 감독의 좋은 배우들,👎:계속 떠오르는 콜바넴의 그림자,스토리 13/20 연기 16/20 연출 14/20 재미 30/40",null,watchapedia
썸머 85,3.5,"사랑과 죽음, 양날의 젊음.그 사이를 가로지르며 완성하는 청춘의 속도.",null,watchapedia
썸머 85,3.5,"단지 여름, 퀴어라서 콜바넴이랑 비교당하는 게 아쉬운 작품이다. 알렉스-다비드의 이야기보다는 알렉스라는 아이가 ‘사랑’이 뭔지 아주 조금 깨닫고, 그걸 이어나가려는 이야기인데. (성정체성보다도 사랑 자체)마침 프랑스인과 했던 대화.Je ne sais pas l’amourQui sait ça? Personne ne sait pas l’amour.나는 사랑을 모르겠어.누가 그걸 알겠어? 사랑이 뭔진 아무도 모를거야.",null,watchapedia
썸머 85,3.0,죽음에 밀착한 한여름의 소년. 예상보다 더 혼란하다.,null,watchapedia
썸머 85,2.5,"꿈꾸던 이인가, 꿈꾸던 이상인가.",null,watchapedia
뮤직 앤 리얼리티,2.5,"미국에서 유년시절을 보낸 청년의 서울 상경기와음악이야기,사랑이야기가 조화롭지 못하다",null,watchapedia
뮤직 앤 리얼리티,2.5,"'뮤직 앤 리얼리티'는 친구 밴드의 로드 매니저를 하며 한국에 처음 오게 된 한국계 미국인 주인공이 그곳에서 버스킹하고 있던 여인을 만나게 되는 영화다. 실제 포크 가수 활동을 하고 있는 감독이자 주연인 바비 최의 이 영화는 다소 자전적으로 보이는 이야기다.이민자 출신 미국 감독들이 자신의 정체성과 관련된 이야기를 하는 것은 꽤 흔하다. 하지만 이 영화 같은 경우는 실제 가수가 음악 영화로서 이를 풀어낸다는 점에서 신선하긴 하다. 이 영화의 가장 큰 강점은 바비 최의 노래이며, 영화를 보면서 그의 목소리를 들으면 그 감성에 푹 젖게 된다. 인종 때문에 아웃사이더 취급을 받으며 살아오며 생긴 마음 속 응어리를 말 대신 음악으로 풀어내지만, 부모님의 고향에서 만난 인연들과 함께 새로운 감정들을 찾으며 새로운 음악으로 표현하는 이야기 자체는 보기 좋았다.하지만 전반적인 만듦새는 썩 좋지 못했다. 우선 배우들의 연기가 전반적으로 아쉬웠다. 바비 최가 쓴 각본의 대사들은 상당히 어색하거나 오글거리는 부분들도 많았고, 배우들도 이를 제대로 소화할 수 없었던 것처럼 보인다. 임화영을 제외하면 모두 연기 톤이 굉장히 어색하고 아마추어 같았다. 연출도 상당히 초보스럽고 어색하게 느껴진 점들이 많았으며, 음악에 집중한 뮤직비디오스러운 씬들을 제외하면 좀 허접하게 보였다. 또한, 이야기의 감정선이 클라이막스에서는 좀 억지스럽고 인위적인 방향으로 흘러간 점은 치명적이었다고 생각한다.",null,watchapedia
뮤직 앤 리얼리티,3.0,예뻤던 영화.좋은 음악과 더불어 임화영 배우의 매력이 돋보임.,null,watchapedia
뮤직 앤 리얼리티,3.0,"6.4/기본적으론 픽션이겠지만 반쯤은 현실에 걸쳐 있는 듯한 감독 및 각본 겸 주인공의 자전적일 것이 틀림없는 이야기./사실 전개, 감정, 대사에 연기까지 어설픈 편임. 뭘 말하고 싶은지 정리도 잘 안 돼있고 중구난방임. 그래도 막 밉거나 하지는 않음. 감성충만 영상과 음악이 영화 내내 잔잔하게 깔려있어 보고 듣는 재미가 어느정도 보장되고, 무엇보다 감독 겸 주인공 바비 최의 음악에 대한 순수한 열정과 진정성이 어렴풋이나마 느껴져서임./임화영 배우가 등장하는 순간부터 영화의 리얼리티 파트가 아예 종료되는 느낌이었음. 막 너무 연기 티가 많이 난다거나 해서는 아니고, 이전까지 거의 다큐 수준으로 리얼했던 영화가 전문 배우의 등장과 함께 픽션 파트로 안정적이게 넘어갔단 뜻임. 바비 최가 밴드와 함께 이곳저곳 돌아다닐 때의 연출은 진짜 페이퍼 킹스라는 밴드의 투어를 따라다니며 찍은 게 아닐까 싶을 정도로 리얼했음./반가운 얼굴들의 어김없는 발연기. 근데 와중에 달리 역의 황현성은 의외로 그리 나쁘지 않은 연기를 보여줬음. 확실히 다른 노브레인 멤버들이 한 5초컷으로 어색하게 엑스트라 하고 있을 때 혼자 조연급 캐릭터 맡을 만했음.",null,watchapedia
뮤직 앤 리얼리티,4.5,"임화영 배우는 얼굴 표정으로 모든 감정, 기분들을 잘 전달해서 얼굴을 보고 있으면 진심히 담긴 듯하다. 홍대에서 관객 없이 혼자 버스킹하는 장면에서 노래 부르는 것이 아주 좋았다. 빵 공연장에서 피아노 치며 노래 부를 때 옆모습을 담았는데 이마, 코, 입술, 턱, 목까지 이어지는 선이 얼굴만 쳐다보게 만들었다.바비가 이나에게 처음으로 노래를 불러줄 때 영어 가사여도 이나는 무슨 뜻인지 알아들었을 것이다.음악이 주는 즐거움처럼 여행지에서 만난 사람과 묘한 기류를 서로 주고 받는 건 즐겁고 언제나 늘 설랜다. 하지만 그 기분이 언젠가는 끝나고 만다는 것이 현실이다.",null,watchapedia
뮤직 앤 리얼리티,4.0,전혀 기대 없이 봤음연기는 어색하나 음악이 좋음큰 반전은 없지만 잔잔하게 볼만한 영화뜻밖의 인물이 나와 반가웠음.,null,watchapedia
뮤직 앤 리얼리티,4.0,올해제천에서도 하나는 건졌다. 서울도 홍대도 이쁜 곳이었어,null,watchapedia
뮤직 앤 리얼리티,3.0,"뭐라도 좋은 구석, 소속감",null,watchapedia
뮤직 앤 리얼리티,보고싶어요,씨네프,null,watchapedia
뮤직 앤 리얼리티,3.0,달달하고 설레는 영화인생은 선택의 연속. 그들의 선택에 후회가 없길..,null,watchapedia
뮤직 앤 리얼리티,4.0,스토리나 연출이나 브이로그스러운 조잡함이 다분했음에도 어딘가 감성이 따뜻해지는 포근한 느낌,null,watchapedia
뮤직 앤 리얼리티,2.5,좋은 노래로도 품기 힘든 어색한 과장.,null,watchapedia
뮤직 앤 리얼리티,3.5,임화영씨 이건 너무 사랑스러운거 아닙니까😳전작에서의 쎈 언니 캐릭도 느낌 있었지만 역시 여자여자한 느낌이 가장 매력적 이시네요☺,null,watchapedia
뮤직 앤 리얼리티,2.0,뮤직 앤 판타지에 어거지 리얼리티 한 소절...,null,watchapedia
뮤직 앤 리얼리티,2.0,자기연민에 빠져 허우적대는 영상.,null,watchapedia
원더 우먼 1984,2.0,고개를 끄덕이면서도 언제 훈시가 끝날지 계속 시계를 힐끔거렸던 오래 전 조회시간처럼.,null,watchapedia
