title,score,content,write_date,source_site
쁘띠 마망,4.0,"영화의 길이가 짧기도 하고 소품의 성격이 짙어서 소소한 중장편 영화 한 편을 본다는 가벼운 마음으로 극장에 들어갔습니다. 영화도 조용하고 잔잔하니 보고 있었는데, 음악과 관련된 이야기가 나오는 지점에 번뜩이면서 온전히 마음을 빼앗기게 된 순간을 만날 수 있었습니다.어떤 영화는 영화와 사랑에 빠지게 되는 명확한 지점이 있어서, 영화가 가지고 있는 어떤 완성도에 대한 것보다 더 사랑하게 되는 경우가 있는데 제게 <쁘띠 마망>은 그런 영화였습니다. 영화의 짧은 시간이 소품으로 보이는 게 아니라 이야기의 잔가지를 모두 쳐내고 담아야 할 것만 깔끔하게 담은 탁월한 선택이 아니였는가 하는 영화에 대한 전반적인 생각을 바꾸게 할 정도로 환상적인 지점이 있습니다.<걸후드>, <타오르는 여인의 초상>에 이어서 <쁘띠 마망>까지 셀린 시아마의 근작 영화들에서 제가 가장 좋아하는 장면은 모두 음악과 관련된 장면인데, 그만큼 이 감독이 감정을 서서히 끌어 올리면서 음악으로 어떻게 터뜨리고 완성시키는지에 대해서 정말 도가 텄구나 싶을 정도로 제게는 덜 좋아하는 영화도 더 좋아하는 영화도 마음을 움직이는 한 장면의 공통점이 있어서 앞으로 셀린 시아마의 영화를 또 보게 된다면 그걸 가장 기대하지 않을까 싶기도 합니다.물론 제일 좋아하는 장면은 음악이긴 한데, 셀린 시아마의 가장 훌륭한 지점은 사람 간의 공감을 어떻게 쌓고 풀어갈 것인가입니다. 이 영화에선 시공간의 경계선을 공감으로 문지르면서 셀린 시아마 특유의 섬세한 연출로 신비롭고 환상적인 지점을 만드는 부분들이 굉장히 탁월합니다.특히나 이전에도 그러긴 했는데 이 영화에선 일반적으로 끝내야 하는 장면에서 한 두 가지의 행동을 더하는 방식으로 그 감정의 여운을 굉장히 길게 만들어주기도 합니다. 정확한 내용을 얘기하긴 어렵겠다만, 차에서 과자를 주는 장면이나 감사하다고 얘기를 하는 장면, 생일 축하 노래를 부르는 장면은 이 감독이 감정을 만들기 위해 섬세한 행동 하나까지도 잘 잡아낼 줄 아는구나라는 생각을 이미 수 번이나 했음에도 또 느낄 수 있는 장면이였고, 소소한 영화가 만들 수 있는 작지만 큰 울림이였습니다.<타오르는 여인의 초상> 같은 경우엔 한장면 한장면을 모두 정성스럽게 깎고 깎아서 만든 영화라는 생각이 있었다면, <쁘띠 마망>은 힘을 어디서 명확히 줘야할지를 정확히 알고 있는 완급조절에 온전히 성공한 영화가 아닌가 싶기도 했습니다. 독특한 이야기임에도 온전히 감독의 연출을 믿고 맡길 수 있도록 불필요한 부분을 다 제거하니, 추억 속 한 페이지같기도 하면서 꿈을 꾼 듯처럼 느껴지는 이 환상적이고 신비로운 이야기가 부담스럽지 않고 자연스러운 감동을 남기며 이야기를 맺습니다.",null,watchapedia
쁘띠 마망,5.0,"온 힘, 온 마음을 다해 이 영화를 꼭 껴안아주고 싶다.",null,watchapedia
쁘띠 마망,3.5,공감은 셀린 시아마 영화의 가장 큰 원동력.,null,watchapedia
쁘띠 마망,4.0,서로를 안아준다는 것은 서로의 마음을 알아준다는 것.한 편의 따뜻한 셀린 시아마표 동화를 읽는 느낌....+) 영화 중간에 삽입된 곡(엔딩크레딧에 흘러나온 곡과 동일)이 매우 좋다. 역시나 이번에도 음악을 적재적소에 잘 쓴 것 같다.,null,watchapedia
쁘띠 마망,4.0,"하나뿐인 당신의 포옹과 숨결을, 작은 과거에서도. 커다란 지금에서도.- 2021.09.15 19:30, CGV 용산, 일반 시사회 -",null,watchapedia
쁘띠 마망,4.0,"'쁘띠 마망'은 외할머니의 유품을 정리하기 위해 부모님과 잠시 시골로 내려온 주인공이 그곳에서 또래 아이와 친구가 되는 영화다. 셀린 시아마 감독의 이번 영화는 짧은 러닝타임만큼이나 기존 영화들에 비해서는 좀 더 편안한 느낌이 들었다.셀린 시아마 감독의 영화들을 생각해보면 퀴어 코드가 있거나 사회적인 메시지가 강하기도 해서 연출적으로는 담담해도 감정적으로는 상당히 강렬하다고 생각한다. 그런 면에서 이번 영화는 좀 더 보편적인 이야기를 다루기도 하면서도 그만큼 분위기도 편안하다는 점이 인상적이었다. 예전 영화들은 감탄하면서 봤다면, 이번 영화는 좀 더 릴렉스하면서 본 느낌이랄까. 분위기는 완전히 정반대이지만 한 세대에서 다음 세대로 이어지는 감성과 연결을 탐험해본다는 점에서 아리 아스터의 '유전'이 묘하게 떠오르기도 했다. 하지만 '유전'과는 아주 다른 영화임을 강조한다. 두 소녀의 우정에서부터 본격적으로 출발하는 이 영화는 시종일관 명랑하고 귀여운 톤을 가지고 있으면서, 한편으로는 죽음이라는 무거운 주제 앞에서 성숙하고 눈물 나는 생각들을 가지는 사랑스러운 아이들에 대한 이야기이기도 하다. 두 주연을 맡은 자매 아역들인 조세핀과 가브리엘 산스는 훌륭한 연기와 호흡을 보여주며 관객을 동심과 감동과 사랑으로 가득찬 마법의 세계로 초대한다.",null,watchapedia
쁘띠 마망,4.5,"우린 이런 만남을 해야만하고, 그것을 가능케 하는건 영화의 마법이다",null,watchapedia
쁘띠 마망,3.5,네 뒤로 난 길을 쭉 따라왔어,null,watchapedia
그래비티,5.0,어떤 영화는 관람이 아니라 체험된다. 경이롭다.,null,watchapedia
그래비티,5.0,,null,watchapedia
그래비티,4.0,그저 숨 죽이고 바라볼 수 밖에,null,watchapedia
그래비티,5.0,"강아지 짖는 소리도 아이 재우는 자장가 소리도 무심코 두발로 내딛는 땅도 심지어는 한 모금 호흡도, 어디선가는 정말이지 간절하고 소중한 것. 밖으로 나오는 순간, 지구가 새롭다.",null,watchapedia
그래비티,5.0,영화를 보고나오니 밤하늘이 온통 우주다.우린 왜 늘 잊고 사는 걸까.,null,watchapedia
그래비티,5.0,관계의 끌어당김(gravity)에서 지치고 힘들땐저 멀리 '고요한' 우주로 도망가고 싶다.그러나 곧 깨닫겠지.젖은 모래바닥의 질척거림이 있어야삶에서 우뚝 설 수 있다는 것을,null,watchapedia
그래비티,5.0,1. 우주를 가장 잘 표현했다고 느낀 영화. 2. 인간이 참 작게 느껴지면서도 참 크게도 느껴짐.,null,watchapedia
그래비티,5.0,우주는 그리 아름답지만은 않다이걸 영화관에서 안보다니 ......:(-----------9/1 IMAX 용산,null,watchapedia
그래비티,4.5,"세상에서 가장 사랑하는 딸을 먼저 떠나 보냈다.지구에 남은 관계는 하나도 없다.의미없이 출근과 퇴근을 하고남는 시간엔 우주에서 유영하듯 정처없이 운전할 뿐이다. 왜 살아야 할까? 살 이유가 없다.차라리 우주의 고요함이 맘에 든다. ...모든 것을 포기하려던 순간 매트(조지 클루니)가 다가왔다.그는 죽을 뻔한 나를 대신해 죽으셨고나를 끊임없이 자기에게로 당기고 있다.마치 중력처럼. 결국 지구에 돌아온 그녀는 다시 태어난 듯이 새로운 발걸음을 내딛는다. 그래, 다시 시작해 보자.그게 먼저 간 딸 역시 바라는 길일 것이다.",null,watchapedia
그래비티,5.0,나 우주 갔다 옴이제 안 가도 됨 ㅋ,null,watchapedia
그래비티,1.5,우주에는 아무것도없다.중력도 산소도 재미도,null,watchapedia
그래비티,5.0,"우주의 낭만과 공포, 죽음에 대한 두려움과 생에 대한 감사함이 고루 느껴지는 황홀하고도 섬찟한 우주 비행.ps. 그 어떤 극찬이 이 영화를 완벽히 형용할 수 있을까. 영화가 끝나는 순간, 떨어져가던 의욕의 맥박이 격렬히 요동치는 기분이며, 삶에 대한 애정이 급격히 샘솟는 기분. 누군가 사는 게 지루하고 부질없다 투정한다면 즉시 권해주고 싶은 영화이자, 나 역시 지루함과 덧없음에 허우적거릴 때면 어김없이 이 영화를 찾게 될 것 같다.",null,watchapedia
그래비티,4.5,스스로 두 발로 서 있을 수 있을 때까지.,null,watchapedia
그래비티,5.0,산드라 블록의 양수 속 태아를 연상케했던 장면이 매우 감명깊었다.생명을 품고있는 우주. 그 경이로움이란..,null,watchapedia
그래비티,5.0,영화가 우리에게 주는 선물 중에 하나가 간접경험이라는 측면에서 볼 때 이 영화에 별 5개를 주지 않을 수가 없다!! CGV상암에서 와이프님과 함께.,null,watchapedia
그래비티,5.0,"마치 정자가 자궁에 안착해서 발버둥 치며 세상 밖으로 탄생하듯, 그녀는 재난 속에서 중력을 갈망하며 지구로 돌아와 재탄생한다. 생명의 신비와 우주의 신비를 아우르는 경이로운 걸작.",null,watchapedia
그래비티,5.0,붕떠있는 자신을 다시 안착시킬수있게끔하는 Gravity.,null,watchapedia
그래비티,4.0,"새삼스레 온몸을 압도해오는 우주의 묵직한 존재감모든 것이 안겨있지만 그 무엇도 안아주지 않는,영겁을 그저 존재해온 그 앞에서이토록 하잘것없는 무게의 우리는 얼마나 오만해왔는가",null,watchapedia
그래비티,5.0,줄거리를 spoil해도 상관없는 영화.그만큼 (음향을 포함한)영상이 대단함... 상상력이란 없는걸 떠올리는게아니라 있는걸 놓치지않는것이 아닐까라는 생각을 하게한 영화다! 굿 ㅎㅎ,null,watchapedia
그래비티,5.0,"-점수를 깎을 핑계를 찾지 못한다. 완전히 새로운 영화였다.-영화의 장점을 극대화 시킬 줄 아는 내가 본 최초의 영화다. 나는 철저하게 1인칭의 방법을 쓸 줄 아는 영화를 처음 봤다. 정말 말그대로 신세계다. 실제로 내가 있는듯한 느낌을 받을 수 밖에 없도록 만든다.-왜 살아야 하는가의 근본적인 질문, 왜 우리가 그녀의 생존을 원하는가, 왜 우리가 그래도 지구에서 살고 싶어 하는가에 대해 영화가 끝나고도 계속 생각나게 한다. 내게 영화임에 틀림없는 이유다. -여태까지 작은 것에 불평하거나 짜증을 냈다는 것이 너무 하찮아 보인다. 이 영화를 본 후엔, 그것 마저 버릴 수 있겠다는 자신감조차 든다.☆이런 영화를 또 볼 수 있을까? 여태까지 느껴본적 없는 느낌과 여태까지 생각해본적 없는 생각을 주는 영화에게는 언제나 너무 감사하다.",null,watchapedia
그래비티,4.5,"<재미로 보는 과학적 오류들>1. 헬멧의 선바이저우주비행사들이 헬멧의 선바이저를 내리지 않는다. 지구의 뒷면이라면 모를까, 우주에서 태양광을 선바이저 없이 맞게 되면 얼굴 전체에 큰 화상을 입는다.2. 우주 쓰레기들러시아가 러시아 인공위성을 미사일로 파괴한 것들이 우주 쓰레기가 되어 허블 망원경을 수리하고 있는 미 우주 왕복선과 비행사들을 덮치면서 재난이 시작되었다. 허블 우주 망원경은 미국 영토 상공을 지나는 시간을 최대화하기 위해 28.5°의 궤도에 머무르고 있는 반면, 러시아 위성들은 영토를 최대한 커버하기 위해 51.6° 각도의 궤도에 머무르고 있다. 설사 러시아 위성이 파괴되면서 대량의 우주 쓰레기를 발생시켰더라도 그것들이 러시아 위성보다 더 저각도에 위치한 허블 망원경을 덮치는 일은 일어날 가능성도 적고, 일어난다고 해도 영화에서처럼 빨리 일어나지도 않는다. 또 위성을 파괴하는 데 미사일을 쓴다고 해도, 폭약량을 최소화함으로써 이런 사태 없이 위성을 파괴할 기술이 충분하다.3. ISS우주 쓰레기때문에 스톤 박사와 코왈스키는 근처 ISS(국제 우주 정거장)으로 대피한다. 하지만 ISS는 51.6° 각도의 궤도에 위치하고 있다. 다시 한번 말하지만 허블 우주 망원경은 28.5°의 궤도에 머무르고 있다. 코왈스키가 장비한 자체 기동용 로켓 팩을 가지고는 ISS에 절대 도착할 수 없다.4. 줄ISS에 도착한 직후 스톤이 코왈스키를 줄 하나로 붙들고 있다가 코왈스키가 스톤을 살리기 위해 줄을 풀어버리는 진부한 장면이 나온다. 애초에 둘다 우주 정거장 기준으로 정지한 상황이고 궤도상의 무중력 상태에 있으므로 줄을 풀어야 할 이유가 없다. 줄을 푼다 하더라도 코왈스키가 멀리 떠내려가는 연출이 말이 안된다. 운동 상태가 아니기 때문이다. 오히려 두사람을 연결하는 케이블로 인해 반작용이 발생해 코왈스키가 스톤 쪽으로 끌려와야 한다.5. 예비용 우주선ISS의 예비용 우주선을 이용해 탈출했다는 설정인데, 실제 ISS에 예비용 우주선은 없다.6. 스톤 박사의 민소매 셔츠, 반바지스톤 박사가 감압복을 벗으면 민소매 셔츠와 반바지만 입고 있는데, 현실에서는 우주 비행사가 선외 활동을 나갈 때는 약 90미터에 달하는 튜브가 복잡하게 둘둘 말린 냉각/배기 장비복을 입은 다음 그 위에 감압복을 입는다. 그리고 들어오자마자 바로 우주복을 벗을 수 있는게 아니라 감압 과정 몇 시간이 소요된다. 나갈 때도 몇 시간 동안 가압을 해야 한다.7. 러시아제 우주복스톤이 갈아입는 러시아제 우주복은 외형으로 보아 선내용 여압복인 소콜 우주복인데, 이것으로는 우주 유영이 불가능하다. 우주 유영용 우주복은 훨씬 더 복잡한 오를란 우주복이다. 또 소콜 우주복은 흰색인데 영화상에서는 오를란 우주복처럼 회색으로 나오고, 헬멧도 소콜용 헬멧이 아니라 오를란용 헬멧을 쓰는 걸로 나온다. 짬뽕 우주복이었다고 한다..8. 스톤의 눈물스톤이 소유즈의 연료가 떨어진 것을 확인한 후 우는 장면이 있는데, 이때 눈물이 방울져서 떠다닌다. 하지만 무중력 상태이고 스톤은 가만히 있었으므로 눈물이 표면장력에 의해 눈가에 계속 매달려 있어야 한다.9. 스톤의 머리카락무중력 상황에서는 머리카락이 흩날려야 하지만, 영화상에서는 그렇지 않는다. 이는 지구상에서 촬영한 후 배경을 무중력 우주 공간으로 합성한 것이기 때문에 일어난 일이다. 머리카락을 흩날리게 하는 것은 CG 작업이 필요한 부분이라 제작비 상승때문에 배제했다고 한다.10. 중국 우주 정거장중국 우주 정거장인 톈궁은 42.78°각도의 궤도에 머무르고 있고 ISS의  51.6° 각도의 궤도와 역시 다르다. 조종사 출신이 아닌 스톤 박사가 두 국가의 우주선을 능숙하게 조종하는 것도 현실성이 떨어진다. 또 선저우와 소유즈의 착륙 절차가 동일하다고 하는데, 중국 독자 설계다. 러시아가 이런 기술을 전해줬을 리가 없다.11. 외부 유영용 우주 장갑영화에서는 외부 유영용 우주 장갑을 끼고서 온갖 구조물들을 잡아대고 버티는데, 실제로 외부 유영용 우주 장갑은 다루기가 매우 어렵고 아주 제한된 수준의 악력만을 제공해준다. 게다가 장시간 사용용이 아니라서 장시간 사용하면 손이 얼어붙어서 사용하기가 아주 고통스럽다.12. 소화기소화기 소유즈에서 톈궁으로 이동할 때 소화기를 임시 추진체로 이용하는데, 실제로 그 용량의 소화기로는 영화처럼 불가능하다. 스톤이 입고 있는 옷은 우주 유영복이 아니라 선대 여압복이라 산소장치도 달려 있지 않아 우주 유영이 불가능하다.13. 지구로 진입선저우를 타고 진입하는 장면에서 스톤 박사의 옆으로 헤드폰 등의 물건들이 무중력 상태인 것처럼 떠다니는데 지구로 진입할 때는 우주선 내부가 무중력 상태가 아니기 때문에 물건이 떠나닐 수가 없다.",null,watchapedia
코다,4.5,"루비와 함께 그 부모의 성장을 보여주며 이들 가족에게 지금 이 순간이 끝이 아닌 새로운 시작임을 암시하는 '최종장'을 만든다. 오락적인 조미료를 가미하지만 자극적인 맛에 집중하기 보다는 의미를 더하고자 하는 시도를 택한다.사회에서 농인가족이 겪는 어려움, 틴에이지 영화의 발랄한 분위기와 주제의식이라 할 수 있는 성장, 핵심이라 할 수 있는 루비의 노래 장면에 공을 들이며 깊이와 감동을 선사한다.",null,watchapedia
코다,4.0,"코다(CODA)의 사전적 정의는 농인 부모로부터 태어난 아이를 의미한다. 음악적 정의로는 한 악곡이나 악장, 또는 악곡 중의 큰 단락의 끝에 종결 효과를 강조하기 위하여 덧붙이는 부분을 일컫는다.루비는 그녀의 가족에서, 그리고 합창단에서 ‘코다’ 그 자체였다.",null,watchapedia
코다,4.0,"가족들이 박수 대신했던 반짝이는 손동작은 '여길 봐' 라는 뜻의 수어였다.‘반짝이는 박수소리’라는 책이 있다. 말할 때 입술 보다 눈썹과 손가락을 움직이는 습관을 유심히 보던 외국 친구가 코다(Children of Deaf Adult)냐 조심스레 물어와 이 책의 작가는 처음 이 영화 제목과 같은 단어를 알았다고 했다. 농인가족 사이에서 청인으로 매개자 역할을 했던, 자신의 정체성을 표현해 주는 단어가 존재한다는 걸 알았을 때 작가는 그 자체로 큰 안도와 해방감이 들었다고 적었다.누군가는 자신을 설명해 주는 단어가 어딘가에 존재했다는 것을 오래도록 모르고 살았다. 그리고 많은 사람들은 고유하고 완벽한 어느 언어의 쓰임을 전혀 모르고 살기도 한다. 농인은 단지 외국어를 사용하는 소수민족이라는 표현을 생각해 보면 영화에서 엄마가 딸의 방에서 수어로 했던 말을 이해할 수 있을 것이다. 널 낳았을 때 차라리 농인이었으면 했다고. 네가 들을 수 있다는 걸 알았을 때 실망했다는 말. 배 아파 낳은 아이가 나와 다른 언어를 쓰는 이국의 아이라면 얼마나 슬픈 일일 것인가. 서로의 눈을 보고 해야 하는 수어는 거짓의 농도가 극히 떨어지는 언어이므로 이것은 정말 솔직한 속내였을 것이다....그 둘은 그 대화 이후로 오랫동안 속 깊은 이야기를 나눴다. 그 오랜 시간 동안 극장 안에는 영화 속에서 들리던 풀벌레 소리만 가득했고. 이때가 바로 '그 자체로 공고한 언어가 있는 세계' 그 고요한 나라로 우리가 초대된 순간이 아니었을까.",null,watchapedia
코다,3.0,"“루비 튜스데이여 안녕히, 꿈을 잃으면 당신은 미치고 말 거에요.” (롤링 스톤즈 ‘루비 튜스데이’)",null,watchapedia
코다,3.5,"언제나 소리를 품속에 담아 두어야만 했던 보석, 루비.나다운 삶의 바다를 항해하기 위해, 집 밖을 향해 아름다운 외침을 전한다.",null,watchapedia
코다,3.5,가족의 성장을 진진하게 담아내지 못한크나큰 아쉬움이 보임에도후반부의 강렬함이 오래잔상으로 남는다,null,watchapedia
코다,3.5,뻔하다...흐윽...흑..끕....흐...흐엉....흡..끋....엉엉....흐윽...흑..끕....흐...흐엉....흡..끋....엉엉....흐윽...흑흐윽...흑흐윽...흑..끕흐윽...흑..끕....흐...흐엉....흡..끋....엉엉.......흐윽...흑..끕....흐...흐엉....흡..끋....엉엉.....흐...흐엉....흡..끋....엉엉......끕....흐...흐엉....흡..흐윽...흑..끕....흐윽...흑..끕....흐...흐엉....흡..끋....엉엉....흐윽...흑..끕....흐...흐엉....흡..끋....엉엉....흐...흐엉흐윽...흑..끕....흐...흐엉....흡..끋....엉엉........흡..끋....엉엉....끋....엉엉......끕....흐...흐엉....흡..끋....흐윽...흑..끕....흐...흐엉....흡..끋....엉엉....끋....엉엉....,null,watchapedia
코다,5.0,"수어 🤟 의 의미를 아시나요?저 손안에는 알파벳 I, L, Y 가 전부 있습니다.그렇습니다. I Love You 라는 뜻입니다.코다 🤟",null,watchapedia
코다,3.5,음악과 수어로 연결시켜 더 넓은 세상으로 나아간 첫걸음.,null,watchapedia
코다,4.5,"청각장애를 가진 가족들과 평생을 생활해온 나로서 음악회에서 집중을 하지 못하는 모습과 다른 사람들의 반응을 보며 박수 치는 모습에 오열을 해버렸다. 표정이 너무 우리 엄마랑 똑같아서콘서트를 가도, 라이브 영상을 봐도 항상 지루해하시던 우리 엄마는 내가 노래를 흥얼거리기만해도 그렇게 좋아하신다.음악은 잘 모르시지만 내가 부르는 노래를 제일 좋아하시는 우리 엄마.루비 부모님도, 루비도 너무 이해가 가서 나에게 너무나도 리얼리티했던 영화.집 갈때 엄마가 좋아하는 피자 사드려야지🥺",null,watchapedia
코다,3.0,"미라클 벨리에 리메이크리메이코다..그래도 워낙 쑽토리가 짠내,시원한 목청 노래,가족 삼박자가 떨어져서 볼만하긴 함",null,watchapedia
코다,4.0,소중한 생각들로 여름밤을 촉촉히 적셔준다,null,watchapedia
코다,4.5,따로 가닿던 말과 노래가 하나로 합쳐지는 순간,null,watchapedia
코다,4.5,농인 가족 구성원 속 책임감을 짊어지고 있는 비장애인의 관점과 농인들의 관점 모두를 아우른다. 그들 모두가 성장하는 과정을 보여주면서 그들을 위로하며 마음을 어루만진다. 이러한 섬세하면서 세심한 감정표현의 연출은 작품의 가치를 한층더 높인다.,null,watchapedia
코다,3.0,차이를 부정하지 않고 자연스러운 화해를 시도하는 영화. Both sides now 한 곡만으로도 충분하다,null,watchapedia
코다,3.5,끝내 마음을 열고 서로를 들으며 하나 된 이들의 찬란한 비상.,null,watchapedia
코다,3.5,"들리지 않기에 더 강하게 느낄 수 있는 가치를 노래하는 목소리.-'코다'라는 말은 귀가 들리지 않는 농인의 귀가 들리는 청인 자녀를 주로 지칭하는 단어다. 영화는 이 코다라는 소재를 청인 딸인 주인공과 농인 부모, 그리고 오빠로 이루어진 가족을 중심으로 하여 다룬다. 이 가족은 서로 취미도 공유하고 수어로 열심히 대화를 나누며 단란하게 지내는 듯 보이지만, 가족이 그렇게 함께 할 수 없는 주제가 딱 하나 있으니 바로 음악이다. 딸은 음악을 들을 수 있지만 부모와 오빠는 들을 수 없기 때문이다. 그런데 이 음악이란 것은 청인인 딸의 재능이고, 결국 이 지점에서 주인공의 고민거리는 발생한다. 사실 가난한 가족의 재능 있는 자식이라는 인물의 특성을 가진 것으로 가장 먼저 떠오르는 영화는 <빌리 엘리어트>라고 할 수 있을 텐데, 이 영화는 그 특성을 가족과 꿈이라는 두 방향을 함께 놓고 저울질하는 영화라는 점에서 차별화된다.주인공의 부모가 그냥 딸의 재능을 뒷받침하고 응원할 수만은 없는 것은, 가족 내 유일한 청인인 딸이 가족이 세상을 향해 말할 수 있는 단 하나의 스피커라는 사실 때문에 딸에게 의지하고 있기 때문이다. 영화는 이러한 의존적인 관계를 중심으로 농인 가족이 세상에 대처하는 방식과 그들의 입장을 각각 나열한다. 그들 각자의 입장은 다들 합당한 이유가 있고, 덕분에 이 영화의 흐름은 다소 도식적인 구석이 있더라도 몰입감을 갖춘다. 개인적으로 이러한 흐름 속에서 이 영화가 가장 흥미로운 것은, 농인이라는 설정을 통해서 이 영화가 말하고자 하는 바를 강조한 방식에 있다. 농인은 소리를 듣지 못하는 사람이다. 그런데 소리를 듣지 못한다고 해서 느낄 수도 없는 것은 아니다. 오히려 소리를 듣지 못하기 때문에 비로소 더 잘 느낄 수 있는 것, 그리고 마침내 찾을 수 있는 것을 이 영화는 소리 없이 표현하고 있으며 그것이 이 영화를 특별하게 만든다. 사실 우리 주변에 말없이 느끼게 만드는 특별한 것들이 얼마나 많은가 싶다. 그것은 영화라는 매체 또한 마찬가지일 테다.",null,watchapedia
코다,4.5,집에서 영화 <청설>을 보다가 갑자기 스피커가 고장난것도 모른채 한참을 소리없이 본적이 있는데 더 깊은 감동을 받았었다.이 영화에선 의도적으로 음소거🔇를 이용했다.천재적이라 생각했다.이후에도 직접 경험해보지 않으면 모를법한 섬세한 감동 포인트들이 쉬지않고 나와 결국 난 눈이 시뻘개지고 오열하고 말았다.,null,watchapedia
코다,3.5,I really love you 🤟,null,watchapedia
코다,3.0,"시멘트에 핀 꽃처럼…나, 스스로를 알기에 버티고 버텨 만개하다.",null,watchapedia
코다,3.0,사랑은 음악을 가르쳤고 그 음악은 가족을 감싸 안을 손이 되었다.,null,watchapedia
최선의 삶,3.0,"마음을 들여다본다는 것, 그때를 돌아다본다는 것.",null,watchapedia
최선의 삶,3.5,의도적으로 멀찍이 물러난 카메라를 통해 사건 발생 전후 감정의 잔여물을 담아냄으로써 때로 행간을 읽는게 중요한 시처럼 다가온다.,null,watchapedia
최선의 삶,3.0,"최선의 선택은 최선의 삶을 만들지 않는다, 그저 또 다른 선택을 도망치게 만들 뿐이다.",null,watchapedia
스틸워터,4.0,"변주되는 상황 속, 한 치 앞도 예측 할 수 없었고, 인물을 극적인 순간까지 몰아붙이질 않는데도, 보는 관객이 인물이 겪어가는 순간들에 숨죽이게 보는 묘한 매력이 있다.",null,watchapedia
스틸워터,3.5,"소통의 부재일까!계속 보며 생각되어졌다. 딸과 아빠의 관계가 잘못된 거라고..살인사건보다 먼저, 그 관계까 잘못된 거라고…나머진 부수적인 거라고…멧! 고지식하고 무식하고 딱딱한 멋을 보였던 캐릭터 속에, 안타가움이 먼저 뭇어났다.#21.10.7 (1203)",null,watchapedia
스틸워터,3.5,사건에 몰두하는 영화였다면 오히려이렇게 길 필요가 없었을지 모른다이 작품은진실을 갈구하는 여정 속주위를 감싸는 사회와 상황을 응시하여 결국변화하는 한 인물에 대한 이야기처럼 보인다..이 어렵고 깊은 연기를 해내고 말았기에다 달라보인다는 그의 말이묵직하게 들어오는것 같다참 대단한 배우다,null,watchapedia
