reviews,label
"(미국 치킨집아들 비린거빼곤 다먹는 똥땡이 4.0
소식에 입맛이 까탈스러우며 짠걸 못먹는 커피하는 치타 4.0)

오 생각보다 나쁘지않고
일본에서 배워오셨다고하는데 맛낫답니다

저녁시간 그냥 들어가기 아쉬워 들른 곳인데
울 똥땡이가 츠케맨을 모르는 덕에

그럼 가자 하고 들른곳ㅎ

면이 칼국수에 가까운데 우동느낌도나고
전분도적당하니 나쁘지않고
저랑 똥땡은 그래도
기본 츠케맨이 더 맛낫어요
새우고춧가루들은 매운맛은 조금 느낌이 다르더라구요
그래도 재밋게 잘먹고온 ㅎㅎ

다른집 츠케맨도 궁금하다는거보니
이집이 맛나긴햇나본 똥땡잉~ 입니다",22
"*요약: 강동에서 홍대까지 동선이 아깝지 않은 츠케멘. 혼네에서의 (개인적으로 기대감 너무 높았던) 실망감 생각도 안날만큼의 극락행 츠케멘 티켓.

인☆ 라멘관련 계정(업장 및 면식수행 계정) 100여개를 팔로우하고 있는데, 한동안 멘타카무쇼 오픈 소식밖에 없던 주간이 있어 궁금해졌다.

2주간이었나 가오픈 기간이 되자마자 멘타카무쇼를 위해 장장 1시간 지하철 여행길에 올랐다. 총 2번을 방문했는데, 볼 때마다 기세 좋게 박힌 커다란 간판이 호쾌하고 도쿄 멘야무사시 수행 이력을 당당하게 써두신 것이 믿음이 간다.

지금은 웨이팅까지 있지만, 가오픈때는 역시 줄이 있진 않아 바로 입장했었다. 츠케멘은 혼네, 마시타야, 건대의 멘쇼, 멘야산다이메에서 (당시에 멘텐도는 없었으니) 맛봤던 경험이 있었고, 인☆에서 왜 여기가 그렇게 이슈였는지 뭐가 다를지 설렘.

츠케지루 나오자마자 맛부터 본다. 츠케멘인만큼 염도는 당연히 높은데, 라멘은 무조건 짜게인 내게는 별 상관없다. 어차피 면 찍으면 중화된다고 스스로 설득.

너무 맛있게 먹었는지 사장님이 입맛에 맞는지를 물어보신다. 정겨운 사투리, 부산분이시라며 라포 형성. 미간 찌푸리고 너무 맛있다며, 끄덕끄덕. 그러자 새우고춧가루와 마늘가루, 식초를 섞어보라고 주신다. 원래 감칠맛이 100이었다면, 눈 뒤집힐만한 감칠만 480의 맛이 나서 놀랐다. 하나씩 섞어서 맛이 달라지는 걸 느껴보는 것도 재미있었다. 츠케지루 추가를 요청드렸더니(지금은 1회 제한 있음), 원 그릇에 나오면 비율이 달라지니 새것을 드리겠다면서 새 지루를 주셨다.

두 번째 방문에서는 매운/안매운 츠케멘 2가지를 주문했는데, 두 가지 어느하나 빠지는 것 없었다.

잘먹었습니다.

홍대로 이사가고 싶은 맛.",22
"예전부터 리스트에 있던 가게인데, 주로 연남동쪽을 많이 다니다보니 동선이랑 안 맞아서 못 갔다가 오늘 시간을 내어 방문해보았다. 모든 라멘을 다 좋아하기는 하지만, 걸쭉하고 농후한 스프를 특히나 좋아해서 츠케멘류를 즐겨 먹는 편이다.

완전 골목길에 위치해있어서 기대감 상승. 눈이 오는 날이었어서 진짜 일본의 골목 라멘집 가는 기분이었다. 멘야무사시에서 수행을 하셨다고 하는데, 일본의 유명 츠케멘집이라고 함.

다른 곳에서 이미 식사를 하고 온지라 배는 부른 상태였지만 이왕 온거 차슈와 계란이 모두 올라가는 메뉴로 주문했고 가격은 12000원.

면을 차갑게 헹구시고 물기를 제거해서 서브하시는거같은데 물기를 털어내는 과정이 프로페셔널해 보이셔서 기대감 상승. 면은 약간의 구불거림이 있으면서 전립분이 섞인 면인듯 싶은데, 면 먼저 한 가닥 먹어보니 전립분 특유의 고소함이 느껴지면서 우동면 느낌의 쫄깃함이 느껴져서 좋았다. 당연히 손반죽은 아니겠지만 그런 느낌으로 표면이 울퉁불퉁한데, 그게 혀에서 느껴지는 촉감이 되게 매력적이다.. 엄청 내 스타일이었음.

스프는 교카이 베이스에 동물계 감칠맛이 약간 느껴지고, 약간 달달한것이 입문자에게도 쉽게 느껴질 것 같다. 개인적인 팁이라면 이곳은 츠케지루 리필이 가능하니, 츠케지루를 듬뿍 찍어먹은 뒤 다 먹었을 때 리필을 청하는게 좋은데, 이때는 조미료를 첨가해달라고 부탁드리면 직원분께서 적절한 비율로 새우볶음과 마늘가루를 츠케지루에 넣어서 주신다.

그렇게해서 받은 새로운 츠케지루는 매콤함이 약간 느껴졌다. 지루가 드라마틱하게 바뀐 느낌은 들지 않는데 그래도 일왕 먹는거 마지막엔 이렇게 변주를 주는게 좋은거같음.",22
"츠케멘 처음인데 생각과 많이 달랐음
약간 쥐포향??같은 훈연향이 나는데 첫입에는 맛이 너무 강해서 당황스러움
근데 먹다보면 그 은은하면서 말로 표현할수 없는 맛이 나면서 은근 중독성있음
그리고 여기 면이 참 좋음
추천~",22
"도쿄의 츠케멘야 멘야무사시의 노렌와케 멘타카무쇼! 이제 오픈한지 꽤 시간이 지나서 괜찮을 줄 알았는데 아직도 핫하다. 주말에 방문했더니 오픈런했는데도 1시간 기다렸다.

하지만 기다린 보람이 있는 맛이었다. 츠케지루도 면도, 차슈도 다 맛있다. 면 휘휘 풀어 소스를 담뿍 묻히면 입안 가득 돈코츠, 니보시향이 느껴진다. 단짠의 조화가 증말 매력적! 쫀득하고 통통한 면발과 이름처럼 진하고 농후한 츠케지루의 합이 정말 좋았다. 츠케지루가 면발에 잘 붙어서 호로록 딸려들어온다.

차슈도 타마고도 좋지만 달큰한 맛이 강세라 그런지 후반부에는 약간 물리는 느낌이 있는데, 그럴 때는 새우고추가루, 마늘가루, 식초를 요청해 넣으면 새로운 느낌의 맛이 난다. 츠케지루 1회 리필 되는 것도 장점!

카라츠케멘은 기존 소스에 칼칼한 맛이 첨가된 느낌으로 달아서 물리는 것 같은 느낌이 좀 덜하다. 오리지널과 매운 츠케멘 둘 다 비슷한 수준으로 맛있어서 취향에 맞게 골라먹으면 될 것 같다.",22
"농후츠케멘 300g 12000
스프가 달다는 평이 많았는데 난 만족
차슈가 진짜 큼 스프도 친절하게 리필해주심
300g배터지는줄
9/10",22
"코로나전엔 야스베에 가고싶어 도쿄일정을 잡을만큼 츠케멘을 애정하는 열정파입니다.
한국에서 츠케멘을 처음 도전하는데 첫입에 아 맛있다! 라는 생각이 들만큼 맛있는 맛이었어요. 장점이야 여러 리뷰어들이 써주셨으니 개선하면 좋겠는 점을 몇가지 쓸께요.

1. 대기시간
워낙 주말 점심 피크시간이었기때문에 또 바쁜곳에
갔기때문에 이해는 합니다만, 단일메뉴인것에 비해 음식을 준비하는 시간도 너무 길었고 손님이 나간뒤 자리를 치우는 시간도 너무 길었습니다. 바빠서라기보단 시스템이 안착되지 않은 상태.
주방에서 두분이 일하면서 일본어로 복창은 안하셔도 될듯 ㅎㅎ

2.기본양념
제가 생각하는 츠케멘은 먹는방법과 양념에 따라 기호가 확 달라지는 음식입니다. 저는 반쯤 먹다가 면에 식초를 부어 먹곤하죠. 위에서 언급한것과 같이 시스템이 되지않고 손이 느린 주방분들에게 양념을 부탁하라고 써있는데 이렇게 바쁜시간에 천장에서 양념을 꺼내고 하십니다. ㅎㅎ 막상 부탁하기도 민망한 상태랄까..설렁탕집에서 파좀 주세요 하고 눈치보는 기분

3.추가토핑
추가토핑이 좀 더 다채로우면 좋을듯(죽순,김 등?)
파추가 했는데 한참 먹다가 보니 나오더라고요?
아 쓰면서 보니 이것도 시스템 문제로군요.
아무튼 음식을 기다린 시간까지 1시간 20분.
아무리 바쁜 일본 라멘집에 가도 회전율이 이렇게 나쁘진 않아요",22
"인생 첫 츠케멘 도전...

홍대 합정 상수엔 라멘집이 많네요
라멘은 많이 먹어봤지만 츠케멘은 생소해서 먹으러 가봤습니다 ㅎㅎ
웨이팅이 길까봐 걱정했는데 평일 저녁 6시쯤 한팀 대기했고 저희 뒤로는 웨이팅 없었어요 ㅎㅎ

일단 짠 음식을 별로 안좋아해서 조금 걱정했는데
면도 소스도 너무 맛있었어요!!
전 면 양을 (소) 시켰는데 (중)시킬걸 먹으면서 후회..
츠케멘 처음이라고 하니까 사장님이 먹는방법도 친절하게 설명해주십니다 ㅎㅎ

소스는 듬뿍찍어도 엄청 짜다는 느낌을 못받아서 편하게 찍어먹었고 중간부터는 새우고춧가루? 요청해서 넣어서 먹었습니다 ㅎㅎ
토핑으로 올라온 고기가 제일 짰어요..ㅋㅋㅋㅋ

아무튼 개인적으로 아주 새로운 음식 도전이었는데 매우매우 맛있게 먹었습니다!!! 대만족 ㅎㅎ",22
"식당이 깔끔하고 청결한데 이건 오픈한지 얼마안되서 그런가 싶습니다. 리뷰중에 츠케지루가 짜기보단 달다라는 커멘트가 있는데, 전 짠 느낌이 더 강하네요. 츠케멘을 자주 먹어본 사람들은 향신료 이것저것 추가해서 좋은 맛을 만들 수 있나 싶지만, 제가 먹어본 다른 츠케멘 집들에 비해 썩 괜찮응 맛은 아닙니다. 면이 쫄깃하게 식감이 좋긴한데 츠케지루랑 추가한 고기토핑이 너무 짭니다. 한번 더 지루를 리필할 수 있다하지만... 이렇게 짠데 어떻게 리필을 하나 싶네요. 개선이 많이 필요해보입니다.",22
"멘야무사시 출신인 분이 하신다길래 기대감이 높았던 곳. 멘야 무사시를 가보진 않았는데 지점별로 메뉴도 스타일도 좀씩 달라서 재밌는 곳이라고 들었다.
만드는데 시간이 걸리는편이라 타이밍이 잘 안맞으면 좀 기다려야 한다. 그래도 오픈초기엔 혼자하셨다는데 그때보단 많이 빨라진 듯. 점심시간 쯤 갔더니 기다리는 사람이 꽤 있었다.
메뉴는 츠케멘, 매운 츠케멘이 있고 기본~풀토핑까지. 풀토핑12000짜리엔 아지타마고랑 가쿠니같은 두꺼운 차슈가 2조각 올라간다.
면이 아주 마음에 들었고 츠케지루는 농후하고 단짠 밸런스 좋었다. 차슈도 두껍지만 부드럽고 좋았다. 약간 미타제면소 같은 느낌으로 제대로 일본스런 맛.",22
"멘야무사시에서 수학하신 셰프님이 차린 츠케멘 맛집.

일본 살때는 맛집에 정말 관심이 없어서 학교 앞 음식점(그것도 웨이팅 없는 곳만^^...)만 가다보니 츠케멘 = 맛없는 음식 이라는 편견이 있었는데요. 멘야시노기에서 츠케멘 한 입 얻어먹고 너무 맛있어서 츠케멘 맛집 또 없나~~? 하고 찾다보니 이 곳이 홀릭분들의 맛있다 리뷰가 많은 것 같아 다녀와봤어요.

도쿄 멘야무사시라는 유명 츠케멘 맛집(저는 처음 들어봤는데 찾아보니 학교 근처에도 지점이 있었네요;;)에서 수학하시다 노렌와케로 내신 곳이라고 합니다. 저는 농후츠케멘에 아지타마와 차슈 모두 추가한 메뉴로 주문했어요. 돈코츠와 니보시향이 듬뿍 나는 걸쭉한 츠케지루에 두툼하고 쫀득한 면까지 너무나 만족스러운 맛이었습니다. 차슈는 삼겹살로 만든 듯 했는데 제가 받은 건 지방이 많지 않아 짭짤하고 나름 담백한 편이었어요. 배고플 때 시켜서 패기넘치게 차슈 추가를 했는데 츠케지루에 있는 고기로도 배가 충분히 차니 웬만큼 많이 드시는 분이 아니라면 토핑 추가 하지 마시는 걸 추천드립니다...ㅎ 그리고 말씀드리면 마늘가루, 새우볶음 고춧가루, 식초를 따로 받을 수 있는데요. 마늘가루는 맛에 큰 차이가 없었지만 새우고춧가루와 식초는 맛의 변주를 주니 꼭 시켜서 드셔보셨으면 좋겠어요 :) 새우고춧가루는 매콤하면서도 새우향이 폴폴 나는게 아주 별미더라구요. 식초는 살짝만 넣어주면 감칠맛이 배가되구요.

원래는 라멘만 좋아했는데 츠케멘에 또 입덕해서 츠케멘 맛집 뿌시러 다녀야겠어요;;; 재방문의사O",22
니보시를 안 좋아하는 나도 군침이 돌게 하는 맛. 혼네의 대항마,22
라멘 좋아하는 짠 맛 쳐돌이라 그 라멘을 쫄여낸 츠케멘 먹으면 환장한다. 진하디 진한 츠케지루가 완전히 취향을 저격했다. 되직한 농도도 풍부하게 느껴지는 가쓰오부시 향도 마음에 든다. 얇고 납작한 면은 면만 먹어도 어느정도 구수하니 맛있다. 제대로 물기를 털어내 먹는 도중에 면이 뿌는 일도 없다. 하이라이트는 차슈다. 여타 다른 차슈와 달리 굉장히 두껍다. 하지만 그 어떤 차슈보다 부드럽다. 잇몸으로도 베어낼 수 있을 정도의 부드러움이다. 간은 또 쨍하게 짜서 츠케멘과 잘 어울린다. 농후 츠케멘이라는 이름에 걸맞는 맛있는 츠케멘을 먹었다.,22
"찐한 멸치맛과 짠맛이 넘치는 국물, 굵직한 면
느끼한 챠슈
담궈먹는 게 아닌 면의 끝에 찍어먹기위한 츠케멘
강렬한 맛의 펀치, 여기가 츠케멘 최강자다
츠케멘 좋아하면 꼭 가봐야 함
계란(아지타마고)이/가 짜고 달기만 해서 뭔가 아쉽다, 계란이라는 느낌이 아니라 간장설탕 덩어리 같다고 할까나 좀더 절임시간을 줄이고 힘을 빼셨으면 하는 바램이다
츠케멘 국물의 맛도 진하고 챠슈맛도 진하고 계란맛도 진해서 쉬어가는 구석이 필요하다
가오픈때 가서 콜라와 같은 음료가 없어서 짜고 느끼해서 완식불가..

1인업장이라서 웨이팅이 참...힘들다, 오픈시간 맞춰서 가는 게 아니면 다시는 갈 엄두가 안난다

먹는데 사장님의 참견이 쎄다, 뭐 만든 의도에 맞게 먹는 것도 중요하지만 전 그냥 맛있게 밥먹고싶은데요
계속 잔소리해서 같이 온 일행이랑 머쓱... 장인정신도 좋지만 식당은 맛뿐만 아니라 서비스도 평가요소라고 봅니다.
카운터석에서 얘기하는 거나 먹는 거 감시당하면서 있고싶진 않아요
완전 불편합니다
그래서 원래는 별5개 맛있다! 맛집이지만 이 점때문에 괜찮다로 적용",22
